"","Tm","roster"
"1","ATL","/players/b/blaylmo01.html, /players/c/corbity01.html, /players/c/crawfch01.html, /players/e/ellisla01.html, /players/g/grayed01.html, /players/h/hendeal01.html, /players/j/johnsan02.html, /players/l/longgr01.html, /players/m/mcleoro01.html, /players/m/mutomdi01.html, /players/s/sheppje01.html, /players/s/smithst01.html, /players/w/westma01.html, /players/w/willish01.html"
"2","BOS","/players/a/anderke01.html, /players/b/barroda01.html, /players/b/battito01.html, /players/b/bowenbr01.html, /players/d/declean01.html, /players/g/garnema01.html, /players/j/jonesda01.html, /players/j/jonespo01.html, /players/m/mccarwa01.html, /players/m/mercero01.html, /players/m/minorgr01.html, /players/p/piercpa01.html, /players/p/potapvi01.html, /players/r/rileyer01.html, /players/s/schindw01.html, /players/w/walkean02.html"
"3","CHH","/players/a/armstbj01.html, /players/b/beckco01.html, /players/b/brownch01.html, /players/b/burtowi01.html, /players/c/campbel01.html, /players/c/colemde01.html, /players/d/davisri01.html, /players/j/jonesed02.html, /players/m/millebr01.html, /players/p/persoch01.html, /players/p/phillbo01.html, /players/r/recasel01.html, /players/r/reidjr01.html, /players/s/shackch01.html, /players/w/wesleda01.html, /players/w/willitr01.html, /players/w/wolfjo01.html"
"4","CHI","/players/b/barrybr01.html, /players/b/benjaco01.html, /players/b/bennema01.html, /players/b/boothke01.html, /players/b/brownra02.html, /players/b/bryanma01.html, /players/c/carrco01.html, /players/d/davidko01.html, /players/h/harpero01.html, /players/j/jonesch03.html, /players/k/kukocto01.html, /players/l/langan01.html, /players/l/larueru01.html, /players/s/simpkdi01.html, /players/w/wennibi01.html"
"5","CLE","/players/a/anderde01.html, /players/b/blounco01.html, /players/b/boykiea01.html, /players/b/butlemi02.html, /players/d/declean01.html, /players/f/ferryda01.html, /players/g/greenli01.html, /players/h/hendece02.html, /players/i/ilgauzy01.html, /players/k/kempsh01.html, /players/k/knighbr01.html, /players/l/langan02.html, /players/n/newmajo01.html, /players/p/persowe01.html, /players/p/potapvi01.html, /players/s/stackry01.html, /players/s/surabo01.html"
"6","DAL","/players/a/anstech01.html, /players/b/bradlsh01.html, /players/c/cebalce01.html, /players/d/davishu01.html, /players/f/finlemi01.html, /players/g/greenac01.html, /players/n/nashst01.html, /players/n/nowitdi01.html, /players/p/packro01.html, /players/s/stricer01.html, /players/s/sundobr01.html, /players/t/trentga01.html, /players/w/walkesa01.html, /players/w/williho01.html"
"7","DEN","/players/a/alexaco01.html, /players/b/billuch01.html, /players/c/clarkke01.html, /players/f/fortsda01.html, /players/h/herreca01.html, /players/l/lafrera01.html, /players/m/mccarke01.html, /players/m/mcdyean01.html, /players/m/meyerlo01.html, /players/s/stithbr01.html, /players/t/taylojo01.html, /players/v/vanexni01.html, /players/w/washier01.html, /players/w/wheelty01.html, /players/w/willier01.html, /players/w/willimo01.html"
"8","DET","/players/b/beckco01.html, /players/b/buechju01.html, /players/d/delebi01.html, /players/d/dumarjo01.html, /players/h/hensost01.html, /players/h/hillgr01.html, /players/h/hunteli01.html, /players/l/laettch01.html, /players/m/maconma01.html, /players/m/montrer01.html, /players/m/mooremi01.html, /players/o/obannch01.html, /players/r/reevekh01.html, /players/r/reiddo01.html, /players/s/stackje01.html, /players/v/vaughlo01.html, /players/w/willije01.html, /players/y/youngko01.html"
"9","GSW","/players/b/boguemu01.html, /players/c/caffeja01.html, /players/c/colesbi01.html, /players/c/cummite01.html, /players/d/dampier01.html, /players/d/delkto01.html, /players/f/ferredu01.html, /players/f/foylead01.html, /players/j/jamisan01.html, /players/m/marshdo01.html, /players/m/millsch01.html, /players/s/spencfe01.html, /players/s/starkjo01.html"
"10","HOU","/players/b/barklch01.html, /players/b/bullama01.html, /players/c/carran01.html, /players/d/dickemi01.html, /players/d/drewbr01.html, /players/h/harriot01.html, /players/j/johnsed03.html, /players/m/macksa01.html, /players/m/malonma01.html, /players/m/millean01.html, /players/m/moblecu01.html, /players/o/olajuha01.html, /players/p/pippesc01.html, /players/p/pricebr01.html, /players/r/rhodero01.html, /players/r/roberst01.html"
