"","Tm","roster"
"1","ATL","/players/b/battljo01.html, /players/b/bradldu01.html, /players/c/carran01.html, /players/f/ferredu01.html, /players/k/koncajo01.html, /players/l/levincl01.html, /players/m/malonmo01.html, /players/m/mannipa01.html, /players/r/riverdo01.html, /players/t/theusre01.html, /players/t/tolbera01.html, /players/w/webbsp01.html, /players/w/wilkido01.html"
"2","BOS","/players/a/acresma01.html, /players/a/aingeda01.html, /players/b/birdla01.html, /players/b/birdsot01.html, /players/g/gamblke01.html, /players/g/grandro01.html, /players/j/johnsde01.html, /players/k/kleinjo01.html, /players/l/lewisre01.html, /players/l/lohaubr01.html, /players/m/mchalke01.html, /players/p/parisro01.html, /players/p/paxsoji02.html, /players/p/pincked01.html, /players/r/rivasra01.html, /players/s/shawbr01.html, /players/u/upshake01.html"
"3","CHH","/players/b/boguemu01.html, /players/c/chapmre01.html, /players/c/curetea01.html, /players/c/curryde01.html, /players/g/greenri01.html, /players/h/holtomi01.html, /players/h/hoppeda01.html, /players/k/kemptti01.html, /players/k/kitegr01.html, /players/l/lewisra01.html, /players/l/lowesi01.html, /players/r/rambiku01.html, /players/r/reidro01.html, /players/r/rowsobr01.html, /players/t/tolbeto01.html, /players/t/tripuke01.html"
"4","CHI","/players/c/cartwbi01.html, /players/c/corzida01.html, /players/d/davisch02.html, /players/g/grantho01.html, /players/h/haleyja01.html, /players/h/hodgecr01.html, /players/j/jonesan01.html, /players/j/jordami01.html, /players/n/nealyed01.html, /players/p/paxsojo01.html, /players/p/perduwi01.html, /players/p/pippesc01.html, /players/p/pressdo01.html, /players/s/sellebr01.html, /players/v/vincesa01.html, /players/w/woodda01.html"
"5","CLE","/players/d/daughbr01.html, /players/d/dudlech02.html, /players/e/ehlocr01.html, /players/h/harpero01.html, /players/h/hubbaph01.html, /players/k/keysra01.html, /players/n/nancela01.html, /players/p/pricema01.html, /players/r/rollitr01.html, /players/s/sandemi01.html, /players/v/valenda01.html, /players/w/williho01.html"
"6","DAL","/players/a/aguirma01.html, /players/a/alforst01.html, /players/b/blabuw01.html, /players/b/blackro01.html, /players/d/dantlad01.html, /players/d/davisbr01.html, /players/d/donalja01.html, /players/h/harpede01.html, /players/j/jonesan01.html, /players/p/perkisa01.html, /players/s/schrede01.html, /players/t/tarplro01.html, /players/t/tylerte01.html, /players/w/wennibi01.html, /players/w/wileymo01.html, /players/w/willihe01.html"
"7","DEN","/players/a/adamsmi01.html, /players/c/cookda01.html, /players/c/coopewa01.html, /players/d/daviswa03.html, /players/e/englewa01.html, /players/e/englial01.html, /players/g/greenda01.html, /players/h/hanzlbi01.html, /players/h/hugheed01.html, /players/l/laneje01.html, /players/l/leverfa01.html, /players/n/nattca01.html, /players/r/rasmubl01.html, /players/s/schayda01.html, /players/t/turneel01.html, /players/v/vinceja01.html"
"8","DET","/players/a/aguirma01.html, /players/d/dantlad01.html, /players/d/dawkida01.html, /players/d/dembofe01.html, /players/d/dumarjo01.html, /players/e/edwarja01.html, /players/h/harrist01.html, /players/j/johnsvi01.html, /players/l/laimbbi01.html, /players/l/longjo01.html, /players/m/mahorri01.html, /players/m/mannipa01.html, /players/r/rodmade01.html, /players/r/rowinji01.html, /players/s/sallejo01.html, /players/t/thomais01.html, /players/w/willimi02.html"
"9","GSW","/players/a/alforst01.html, /players/b/bolma01.html, /players/f/frankte01.html, /players/g/garlawi01.html, /players/g/grahaor01.html, /players/h/higgiro01.html, /players/j/jonessh01.html, /players/m/mcdonbe01.html, /players/m/mullich01.html, /players/r/richmmi01.html, /players/s/sampsra01.html, /players/s/smithla01.html, /players/s/smithot01.html, /players/s/starkjo01.html, /players/s/stroejo01.html, /players/t/teaglte01.html, /players/w/whiteje01.html"
"10","HOU","/players/b/berrywa01.html, /players/b/brownto01.html, /players/c/chievde01.html, /players/f/floydsl01.html, /players/j/johnsbu01.html, /players/j/johnsfr01.html, /players/l/leaveal01.html, /players/m/mccorti01.html, /players/n/nevitch01.html, /players/o/olajuha01.html, /players/s/shortpu01.html, /players/t/thompbe01.html, /players/t/thorpot01.html, /players/w/woodsmi01.html"
