"","Tm","roster"
"15","MIL","/players/b/bakervi01.html, /players/b/benjabe01.html, /players/c/conloma01.html, /players/c/cummite01.html, /players/d/dayto01.html, /players/d/douglsh01.html, /players/d/duckwke01.html, /players/k/keysra01.html, /players/l/listeal01.html, /players/m/maybele01.html, /players/m/mobleer01.html, /players/m/murdoer01.html, /players/n/newmajo01.html, /players/p/peplomi01.html, /players/r/respesh01.html, /players/r/reynoje01.html, /players/r/robingl01.html"
"16","MIN","/players/a/allenje01.html, /players/b/braggma01.html, /players/d/davisma02.html, /players/g/garneke01.html, /players/g/guglito01.html, /players/l/laettch01.html, /players/l/langan01.html, /players/m/martida01.html, /players/m/mitchsa01.html, /players/p/portete01.html, /players/r/rideris01.html, /players/r/rileyer01.html, /players/r/rooksse01.html, /players/s/smithch02.html, /players/w/webbsp01.html, /players/w/westdo01.html, /players/w/willimi02.html"
"17","NJN","/players/a/anderke01.html, /players/b/bradlsh01.html, /players/b/brownpj01.html, /players/c/childch01.html, /players/d/dareyi01.html, /players/e/edwarke01.html, /players/f/flemive01.html, /players/g/gillke01.html, /players/g/gilliar01.html, /players/g/glassge01.html, /players/g/grahagr01.html, /players/m/mahorri01.html, /players/o/obanned01.html, /players/p/perryti01.html, /players/r/reevekh01.html, /players/w/waltere01.html, /players/w/werdaro01.html, /players/w/willija01.html"
"18","NYK","/players/a/anderwi01.html, /players/c/chrisdo01.html, /players/d/davishu01.html, /players/e/ewingpa01.html, /players/f/fishma01.html, /players/g/grandro01.html, /players/g/grantga01.html, /players/h/harpede01.html, /players/l/lohaubr01.html, /players/m/masonan01.html, /players/o/oaklech01.html, /players/r/reidjr01.html, /players/s/smithch01.html, /players/s/starkjo01.html, /players/w/wardch01.html, /players/w/willihe01.html, /players/w/willimo01.html"
"19","ORL","/players/a/anderni01.html, /players/a/armstda01.html, /players/b/bonnean01.html, /players/b/bowiean01.html, /players/g/grantho01.html, /players/h/hammige01.html, /players/h/hardaan01.html, /players/k/koncajo01.html, /players/o/onealsh01.html, /players/r/royaldo01.html, /players/s/scottde01.html, /players/s/shawbr01.html, /players/t/thompbr01.html, /players/t/turneje01.html, /players/v/vaughda02.html, /players/w/wolfjo01.html"
"20","PHI","/players/a/alstode01.html, /players/b/benneel01.html, /players/b/bradlsh01.html, /players/b/brownmi01.html, /players/c/colemde01.html, /players/d/dumasri02.html, /players/g/grahagr01.html, /players/g/grantgr01.html, /players/h/higgise01.html, /players/m/malonje01.html, /players/m/masseto01.html, /players/m/maxweve01.html, /players/p/perryti01.html, /players/p/pincked01.html, /players/r/ruffitr01.html, /players/s/skilesc01.html, /players/s/stackje01.html, /players/s/suttogr01.html, /players/t/thompla01.html, /players/w/waltere01.html, /players/w/weathcl01.html, /players/w/willisc01.html, /players/w/wilsotr01.html, /players/w/wrighsh01.html"
"21","PHO","/players/b/barklch01.html, /players/b/bennema01.html, /players/c/carrch01.html, /players/c/cokerjo01.html, /players/f/finlemi01.html, /players/g/greenac01.html, /players/j/johnske02.html, /players/k/kleinjo01.html, /players/m/mannida01.html, /players/p/perryel01.html, /players/p/persowe01.html, /players/r/renchte01.html, /players/r/ruscost01.html, /players/s/smithto02.html, /players/t/tisdawa01.html, /players/w/williho01.html, /players/w/woodda01.html"
"22","POR","/players/c/childra01.html, /players/c/cookan01.html, /players/d/dudlech02.html, /players/g/grantha01.html, /players/m/mckieaa01.html, /players/r/robincl02.html, /players/r/robinja02.html, /players/r/robinru01.html, /players/s/sabonar01.html, /players/s/slatere01.html, /players/s/spencel01.html, /players/s/stricro02.html, /players/t/trentga01.html, /players/w/willibu01.html, /players/w/wingfdo01.html"
"23","SAC","/players/c/causwdu01.html, /players/c/corbity01.html, /players/e/edneyty01.html, /players/g/gamblke01.html, /players/g/grantbr01.html, /players/h/houstby01.html, /players/h/hurlebo01.html, /players/m/marcisa01.html, /players/m/mcdancl01.html, /players/o/owensbi01.html, /players/p/polynol01.html, /players/r/richmmi01.html, /players/s/simmoli01.html, /players/s/smithmi02.html, /players/w/williwa02.html, /players/w/willico02.html"
"24","SAS","/players/a/alexaco01.html, /players/a/andergr01.html, /players/d/delnevi01.html, /players/d/dempsde01.html, /players/e/elliose01.html, /players/h/herreca01.html, /players/j/johnsav01.html, /players/l/lohaubr01.html, /players/p/perduwi01.html, /players/p/persoch01.html, /players/r/reidjr01.html, /players/r/riverdo01.html, /players/r/robinda01.html, /players/s/smithch01.html, /players/w/willimo01.html"
"25","SEA","/players/a/askewvi01.html, /players/b/brickfr01.html, /players/f/fordsh01.html, /players/h/hawkihe01.html, /players/j/johnser02.html, /players/k/kempsh01.html, /players/m/mcmilna01.html, /players/p/paytoga01.html, /players/p/perkisa01.html, /players/s/schefst01.html, /players/s/schrede01.html, /players/s/snower01.html, /players/w/wingada01.html"
"26","TOR","/players/a/anderwi01.html, /players/c/chrisdo01.html, /players/e/earlac01.html, /players/e/esposvi01.html, /players/k/kingji02.html, /players/l/lewisma01.html, /players/m/masseto01.html, /players/m/milleol01.html, /players/m/murratr01.html, /players/o/osullda01.html, /players/p/pincked01.html, /players/r/roberal01.html, /players/r/rogerca01.html, /players/s/sallejo01.html, /players/s/stoudda01.html, /players/t/tabakza01.html, /players/w/whitfdw01.html, /players/w/willihe01.html, /players/w/wrighsh01.html"
"27","UTA","/players/b/benoida01.html, /players/c/carran01.html, /players/e/eisleho01.html, /players/f/fostegr01.html, /players/h/hornaje01.html, /players/k/keefead01.html, /players/m/malonka01.html, /players/m/morrich01.html, /players/o/ostergr01.html, /players/r/russebr01.html, /players/s/spencfe01.html, /players/s/stockjo01.html, /players/t/toolsan01.html, /players/w/watsoja01.html"
"28","VAN","/players/a/amayaas01.html, /players/a/anthogr01.html, /players/a/aventan01.html, /players/b/benjabe01.html, /players/e/edwarbl01.html, /players/e/edwardo01.html, /players/g/gattike01.html, /players/h/harvean01.html, /players/k/kingch01.html, /players/m/manniri01.html, /players/m/marticu01.html, /players/m/martida01.html, /players/m/mobleer01.html, /players/m/motenla01.html, /players/m/murdoer01.html, /players/r/reevebr01.html, /players/s/scottby01.html, /players/w/wilkige01.html"
"29","WSB","/players/b/butlemi02.html, /players/c/cheanca01.html, /players/c/currymi01.html, /players/e/eacklle01.html, /players/g/grantgr01.html, /players/h/howarju01.html, /players/l/legleti01.html, /players/l/lewisce01.html, /players/m/mccanbo01.html, /players/m/mcilvji01.html, /players/m/muresgh01.html, /players/p/packro01.html, /players/p/peplomi01.html, /players/p/pricebr01.html, /players/p/pricema01.html, /players/p/pritcke01.html, /players/t/thornbo01.html, /players/w/wallara01.html, /players/w/webbech01.html, /players/w/webstje01.html, /players/w/whitnch01.html"
