"","Tm","roster"
"11","IND","/players/b/bastoma01.html, /players/d/daniema01.html, /players/d/dienetr01.html, /players/d/dunlemi02.html, /players/f/fordtj01.html, /players/f/fosteje01.html, /players/g/grahast01.html, /players/g/grangda01.html, /players/h/hibbero01.html, /players/j/jackja01.html, /players/m/mcrobjo01.html, /players/m/murphtr01.html, /players/n/nestera01.html, /players/r/rushbr01.html"
"12","LAC","/players/a/ackeral01.html, /players/c/cambyma01.html, /players/c/collima01.html, /players/d/davisba01.html, /players/d/davispa01.html, /players/d/davisri01.html, /players/g/gordoer01.html, /players/h/hartja01.html, /players/j/jonesfr01.html, /players/j/jordade01.html, /players/k/kamanch01.html, /players/m/moblecu01.html, /players/n/novakst01.html, /players/r/randoza01.html, /players/s/sambch01.html, /players/s/skinnbr01.html, /players/t/taylomi01.html, /players/t/thomati01.html, /players/t/thornal01.html"
"13","LAL","/players/a/arizatr01.html, /players/b/brownsh01.html, /players/b/bryanko01.html, /players/b/bynuman01.html, /players/f/farmajo01.html, /players/f/fishede01.html, /players/g/gasolpa01.html, /players/m/mbengdj01.html, /players/m/mihmch01.html, /players/m/morriad01.html, /players/o/odomla01.html, /players/p/poweljo01.html, /players/r/radmavl01.html, /players/v/vujacsa01.html, /players/w/waltolu01.html, /players/y/yuesu01.html"
"14","MEM","/players/a/arthuda01.html, /players/b/buckngr01.html, /players/c/conlemi01.html, /players/c/crittja01.html, /players/f/foylead01.html, /players/g/gasolma01.html, /players/g/gayru01.html, /players/h/haddaha01.html, /players/j/jaricma01.html, /players/l/lowryky01.html, /players/m/mayooj01.html, /players/m/milesda01.html, /players/m/milicda01.html, /players/r/rossqu01.html, /players/w/warriha01.html"
"15","MIA","/players/a/anthojo01.html, /players/b/banksma01.html, /players/b/beaslmi01.html, /players/b/blounma01.html, /players/c/chalmma01.html, /players/c/cookda02.html, /players/d/diawaya01.html, /players/h/hasleud01.html, /players/h/headlu01.html, /players/j/jonesja02.html, /players/l/livinsh01.html, /players/m/magloja01.html, /players/m/mariosh01.html, /players/m/moonja01.html, /players/o/onealje01.html, /players/q/quinnch01.html, /players/w/wadedw01.html, /players/w/wrighdo01.html"
"16","MIL","/players/a/alexajo01.html, /players/a/allenma01.html, /players/b/bellch01.html, /players/b/boganke01.html, /players/b/bogutan01.html, /players/c/croshau01.html, /players/e/elsonfr01.html, /players/g/gadzuda01.html, /players/g/gilled01.html, /players/j/jefferi01.html, /players/j/jonesda01.html, /players/l/luety01.html, /players/m/mbahalu01.html, /players/r/reddmi01.html, /players/r/ridnolu01.html, /players/s/sessira01.html, /players/v/villach01.html"
"17","MIN","/players/b/boothca01.html, /players/b/breweco01.html, /players/b/brownbo02.html, /players/c/cardibr01.html, /players/c/carnero01.html, /players/c/collija04.html, /players/f/foyera01.html, /players/g/gomesry01.html, /players/j/jeffeal01.html, /players/l/loveke01.html, /players/m/madsema01.html, /players/m/mccanra01.html, /players/m/millemi01.html, /players/o/ollieke01.html, /players/s/smithcr01.html, /players/t/telfase01.html, /players/w/willish02.html"
"18","NJN","/players/a/agerma01.html, /players/a/anderry01.html, /players/b/boonejo01.html, /players/c/cartevi01.html, /players/d/doolike01.html, /players/d/douglch01.html, /players/h/harride01.html, /players/h/hassetr01.html, /players/h/hayesja01.html, /players/j/jianlyi01.html, /players/l/lopezbr01.html, /players/n/najered01.html, /players/s/simmobo01.html, /players/s/swiftst01.html, /players/w/willise01.html"
"19","NOH","/players/a/armsthi01.html, /players/b/bowenry01.html, /players/b/brownde02.html, /players/b/butlera01.html, /players/c/chandty01.html, /players/d/daniean01.html, /players/e/elyme01.html, /players/j/jamesmi01.html, /players/m/marksse01.html, /players/p/paulch01.html, /players/p/petermo01.html, /players/p/poseyja01.html, /players/s/stojape01.html, /players/w/westda01.html, /players/w/wrighju01.html"
"20","NYK","/players/c/chandwi01.html, /players/c/collima01.html, /players/c/crawfja01.html, /players/c/crawfjo01.html, /players/c/curryed01.html, /players/d/duhonch01.html, /players/g/gallida01.html, /players/h/harrial01.html, /players/h/hughela01.html, /players/j/jamesje01.html, /players/j/jeffrja01.html, /players/l/leeda02.html, /players/n/nichode01.html, /players/r/randoza01.html, /players/r/richaqu01.html, /players/r/roberan02.html, /players/r/robinna01.html, /players/r/rosema01.html, /players/s/sambch01.html, /players/s/senesa01.html, /players/s/simsco01.html, /players/t/thomati01.html, /players/w/wilcoch01.html"
"21","OKC","/players/a/atkinch01.html, /players/c/collini01.html, /players/d/duranke01.html, /players/g/greenje02.html, /players/h/hillst01.html, /players/k/krstine01.html, /players/l/livinsh01.html, /players/m/masonde01.html, /players/p/petrojo01.html, /players/r/rosema01.html, /players/s/sefolth01.html, /players/s/senesa01.html, /players/s/smithjo02.html, /players/s/swiftro01.html, /players/w/watsoea01.html, /players/w/weaveky01.html, /players/w/westbru01.html, /players/w/whitedj01.html, /players/w/wilcoch01.html, /players/w/wilkida02.html"
"22","ORL","/players/a/alstora01.html, /players/b/battito01.html, /players/b/boganke01.html, /players/c/cookbr01.html, /players/f/foylead01.html, /players/g/gortama01.html, /players/h/howardw01.html, /players/j/johnsan02.html, /players/l/leeco01.html, /players/l/lewisra02.html, /players/l/luety01.html, /players/n/nelsoja01.html, /players/p/pietrmi01.html, /players/r/redicjj01.html, /players/r/richaje01.html, /players/t/turkohe01.html"
"23","PHI","/players/b/brandel01.html, /players/d/dalemsa01.html, /players/e/evansre01.html, /players/g/greenwi01.html, /players/i/iguodan01.html, /players/i/iveyro01.html, /players/m/marshdo01.html, /players/m/millean02.html, /players/r/ratlith01.html, /players/r/rushka01.html, /players/s/speigma01.html, /players/w/willilo02.html, /players/y/youngth01.html"
"24","PHO","/players/a/amundlo01.html, /players/b/barbole01.html, /players/b/barnema02.html, /players/b/bellra01.html, /players/b/brownde03.html, /players/d/diawbo01.html, /players/d/dragigo01.html, /players/d/dudleja01.html, /players/h/hillgr01.html, /players/l/lopezro01.html, /players/n/nashst01.html, /players/o/onealsh01.html, /players/r/richaja01.html, /players/s/simsco01.html, /players/s/singlse01.html, /players/s/stoudam01.html, /players/s/swiftst01.html, /players/t/tuckeal02.html"
"25","POR","/players/a/aldrila01.html, /players/b/batumni01.html, /players/b/bayleje01.html, /players/b/blakest01.html, /players/d/dioguik01.html, /players/f/fernaru01.html, /players/f/fryech01.html, /players/o/odengr01.html, /players/o/outlatr01.html, /players/p/przybjo01.html, /players/r/randosh01.html, /players/r/rodrise01.html, /players/r/roybr01.html, /players/r/ruffimi01.html, /players/w/webstma02.html"
"26","SAC","/players/b/boothca01.html, /players/b/brownbo02.html, /players/d/dioguik01.html, /players/d/doubyqu01.html, /players/g/garcifr01.html, /players/g/goodedr01.html, /players/g/greendo01.html, /players/h/hawessp01.html, /players/j/jacksbo01.html, /players/m/martike02.html, /players/m/mccanra01.html, /players/m/millebr01.html, /players/m/mooremi01.html, /players/n/nocioan01.html, /players/s/salmojo01.html, /players/s/simmoce01.html, /players/s/solomwi01.html, /players/t/thomake01.html, /players/t/thompja02.html, /players/u/udrihbe01.html, /players/w/willish02.html"
"27","SAS","/players/a/ahearbl01.html, /players/b/bonnema01.html, /players/b/bowenbr01.html, /players/c/croshau01.html, /players/d/duncati01.html, /players/f/farmede01.html, /players/f/finlemi01.html, /players/g/ginobma01.html, /players/g/goodedr01.html, /players/h/hairsma01.html, /players/h/hillge01.html, /players/m/masonro01.html, /players/m/mensapo01.html, /players/o/obertfa01.html, /players/p/parketo01.html, /players/t/thomaku01.html, /players/t/tollian01.html, /players/u/udokaim01.html, /players/v/vaughja01.html, /players/w/willima04.html"
"28","TOR","/players/a/adamsha01.html, /players/b/banksma01.html, /players/b/bargnan01.html, /players/b/boshch01.html, /players/c/caldejo01.html, /players/d/doubyqu01.html, /players/g/grahajo01.html, /players/h/humphkr01.html, /players/j/jawaina01.html, /players/k/kaponja01.html, /players/m/mariosh01.html, /players/m/mensapo01.html, /players/m/moonja01.html, /players/o/obryapa01.html, /players/o/onealje01.html, /players/p/parkean01.html, /players/s/solomwi01.html, /players/u/ukicro01.html, /players/v/voskuja01.html"
"29","UTA","/players/a/almonmo01.html, /players/b/boozeca01.html, /players/b/brewero02.html, /players/c/collija03.html, /players/f/fesenky01.html, /players/h/harprma01.html, /players/k/kirilan01.html, /players/k/knighbr01.html, /players/k/korveky01.html, /players/k/koufoko01.html, /players/m/milescj01.html, /players/m/millspa01.html, /players/o/okurme01.html, /players/p/pricero01.html, /players/w/willide01.html"
"30","WAS","/players/a/arenagi01.html, /players/b/blatcan01.html, /players/b/brownde03.html, /players/b/butleca01.html, /players/c/crittja01.html, /players/d/daniean01.html, /players/d/dixonju01.html, /players/h/haywobr01.html, /players/j/jamesmi01.html, /players/j/jamisan01.html, /players/m/mcgeeja01.html, /players/m/mcguido01.html, /players/p/pecheol01.html, /players/s/songada01.html, /players/s/stevede01.html, /players/t/thomaet01.html, /players/y/youngni01.html"
