"","Tm","roster"
"1","ATL","/players/b/bibbymi01.html, /players/c/collija04.html, /players/c/crawfja01.html, /players/e/evansma01.html, /players/h/horfoal01.html, /players/h/hunteot01.html, /players/j/johnsjo02.html, /players/m/morrira01.html, /players/p/pachuza01.html, /players/s/smithjo02.html, /players/s/smithjo03.html, /players/t/teaguje01.html, /players/w/westma02.html, /players/w/willima02.html"
"2","BOS","/players/a/allenra02.html, /players/a/allento01.html, /players/d/daniema01.html, /players/d/davisgl01.html, /players/f/finlemi01.html, /players/g/garneke01.html, /players/g/giddejr01.html, /players/h/houseed01.html, /players/h/hudsole01.html, /players/l/lafayol01.html, /players/l/landrma01.html, /players/p/perkike01.html, /players/p/piercpa01.html, /players/r/robinna01.html, /players/r/rondora01.html, /players/s/scalabr01.html, /players/w/walkebi01.html, /players/w/wallara01.html, /players/w/willish02.html"
"3","CHA","/players/a/ajincal01.html, /players/a/augusdj01.html, /players/b/bellra01.html, /players/b/brownde04.html, /players/c/chandty01.html, /players/d/diawbo01.html, /players/d/diopde01.html, /players/f/feltora01.html, /players/g/grahast01.html, /players/h/hendege02.html, /players/h/hughela01.html, /players/j/jacksst02.html, /players/l/lawac01.html, /players/m/mohamna01.html, /players/m/murraro01.html, /players/r/radmavl01.html, /players/r/ratlith01.html, /players/t/thomaty01.html, /players/w/wallage01.html"
"4","CHI","/players/a/alexajo01.html, /players/b/brownde02.html, /players/d/denglu01.html, /players/g/gibsota01.html, /players/g/grayaa01.html, /players/h/hinriki01.html, /players/h/hunteli01.html, /players/j/johnsja01.html, /players/l/lawac01.html, /players/m/millebr01.html, /players/m/murraro01.html, /players/n/noahjo01.html, /players/p/pargoja01.html, /players/r/richach01.html, /players/r/rosede01.html, /players/s/salmojo01.html, /players/t/thomaty01.html, /players/w/warriha01.html"
"5","CLE","/players/g/gibsoda01.html, /players/g/greenda02.html, /players/h/hicksjj01.html, /players/i/ilgauzy01.html, /players/j/jacksce01.html, /players/j/jacksda01.html, /players/j/jamesle01.html, /players/j/jamisan01.html, /players/k/karlco01.html, /players/m/moonja01.html, /players/o/onealsh01.html, /players/p/parkean01.html, /players/p/powele01.html, /players/t/telfase01.html, /players/v/varejan01.html, /players/w/westde01.html, /players/w/willija04.html, /players/w/willima01.html"
"6","DAL","/players/b/bareajo01.html, /players/b/beaubro01.html, /players/b/butleca01.html, /players/c/carroma01.html, /players/d/dampier01.html, /players/g/goodedr01.html, /players/h/haywobr01.html, /players/h/howarjo01.html, /players/h/humphkr01.html, /players/k/kiddja01.html, /players/m/mariosh01.html, /players/n/najered01.html, /players/n/nowitdi01.html, /players/r/rossqu01.html, /players/s/singlja01.html, /players/s/stevede01.html, /players/t/terryja01.html, /players/t/thomati01.html"
"7","DEN","/players/a/afflaar01.html, /players/a/allenma01.html, /players/a/anderch01.html, /players/a/anthoca01.html, /players/b/balkmre01.html, /players/b/billuch01.html, /players/c/cartean01.html, /players/g/grahajo01.html, /players/h/hilarne01.html, /players/l/lawsoty01.html, /players/m/martike01.html, /players/p/petrojo01.html, /players/s/smithjr01.html"
"8","DET","/players/a/atkinch01.html, /players/b/brownkw01.html, /players/b/bynumwi01.html, /players/d/dayeau01.html, /players/g/gordobe01.html, /players/h/hamilri01.html, /players/j/jerebjo01.html, /players/m/maxieja01.html, /players/p/princta01.html, /players/s/stuckro01.html, /players/s/summeda01.html, /players/v/villach01.html, /players/w/wallabe01.html, /players/w/wilcoch01.html"
"9","GSW","/players/a/azubuke01.html, /players/b/bellra01.html, /players/b/biedran01.html, /players/c/curryst01.html, /players/e/ellismo01.html, /players/g/georgde01.html, /players/h/huntech01.html, /players/j/jacksst02.html, /players/k/karlco01.html, /players/l/lawac01.html, /players/m/maggeco01.html, /players/m/martica01.html, /players/m/mooremi01.html, /players/m/morroan01.html, /players/r/radmavl01.html, /players/r/randoan01.html, /players/t/tollian01.html, /players/t/turiaro01.html, /players/w/watsocj01.html, /players/w/willire02.html"
"10","HOU","/players/a/anderda03.html, /players/a/arizatr01.html, /players/a/armsthi01.html, /players/b/battish01.html, /players/b/brookaa01.html, /players/b/budinch01.html, /players/c/conrowi01.html, /players/c/cookbr01.html, /players/d/dorsejo01.html, /players/h/harrimi01.html, /players/h/hayesch01.html, /players/h/hilljo01.html, /players/j/jeffrja01.html, /players/l/landrca01.html, /players/l/lowryky01.html, /players/m/martike02.html, /players/m/mcgratr01.html, /players/m/mensapo01.html, /players/s/scolalu01.html, /players/t/tayloje02.html, /players/t/templga01.html"
"11","IND","/players/d/dienetr01.html, /players/d/dunlemi02.html, /players/f/fordtj01.html, /players/f/fosteje01.html, /players/g/grangda01.html, /players/h/hansbty01.html, /players/h/headlu01.html, /players/h/hibbero01.html, /players/j/jonesda02.html, /players/j/jonesso01.html, /players/m/mcrobjo01.html, /players/m/murphtr01.html, /players/p/priceaj01.html, /players/r/rushbr01.html, /players/w/watsoea01.html"
"12","LAC","/players/b/blakest01.html, /players/b/brownbo02.html, /players/b/butlera01.html, /players/c/cambyma01.html, /players/c/collima01.html, /players/c/curryja01.html, /players/d/davisba01.html, /players/d/davisri01.html, /players/g/goodedr01.html, /players/g/gordoer01.html, /players/j/jordade01.html, /players/k/kamanch01.html, /players/n/novakst01.html, /players/o/outlatr01.html, /players/r/rushka01.html, /players/s/skinnbr01.html, /players/s/smithcr01.html, /players/t/telfase01.html, /players/t/thornal01.html"
"13","LAL","/players/b/brownsh01.html, /players/b/bryanko01.html, /players/b/bynuman01.html, /players/f/farmajo01.html, /players/f/fishede01.html, /players/g/gasolpa01.html, /players/m/mbengdj01.html, /players/m/morriad01.html, /players/o/odomla01.html, /players/p/poweljo01.html, /players/v/vujacsa01.html, /players/w/waltolu01.html, /players/a/artesro01.html"
"14","MEM","/players/a/arthuda01.html, /players/b/brewero02.html, /players/c/carrode01.html, /players/c/conlemi01.html, /players/g/gasolma01.html, /players/g/gayru01.html, /players/g/gildetr01.html, /players/h/haddaha01.html, /players/h/hudsole01.html, /players/h/huntest01.html, /players/i/iversal01.html, /players/m/mayooj01.html, /players/r/randoza01.html, /players/t/thabeha01.html, /players/t/tinslja01.html, /players/w/willima03.html, /players/y/youngsa01.html"
"15","MIA","/players/a/alstora01.html, /players/a/anthojo01.html, /players/a/arroyca01.html, /players/b/beaslmi01.html, /players/c/chalmma01.html, /players/c/cookda02.html, /players/d/diawaya01.html, /players/h/hasleud01.html, /players/j/jonesja02.html, /players/m/magloja01.html, /players/o/onealje01.html, /players/r/randosh01.html, /players/r/richaqu01.html, /players/w/wadedw01.html, /players/w/wrighdo01.html"
"16","MIL","/players/b/bellch01.html, /players/b/bogutan01.html, /players/b/brezepr01.html, /players/d/delfica01.html, /players/e/elsonfr01.html, /players/g/gadzuda01.html, /players/i/ilyaser01.html, /players/i/iveyro01.html, /players/j/jacksda01.html, /players/j/jennibr01.html, /players/m/mbahalu01.html, /players/m/meeksjo01.html, /players/r/reddmi01.html, /players/r/ridnolu01.html, /players/s/salmojo01.html, /players/s/stackje01.html, /players/t/thomaku01.html, /players/u/ukicro01.html, /players/w/warriha01.html"
"17","MIN","/players/b/breweco01.html, /players/c/cardibr01.html, /players/e/ellinwa01.html, /players/f/flynnjo01.html, /players/g/gomesry01.html, /players/h/hartja01.html, /players/h/holliry01.html, /players/j/jawaina01.html, /players/j/jeffeal01.html, /players/l/loveke01.html, /players/m/milicda01.html, /players/p/pavloal01.html, /players/p/pecheol01.html, /players/s/sessira01.html, /players/t/tuckeal02.html, /players/w/wilkida02.html"
"18","NJN","/players/a/alstora01.html, /players/b/battito01.html, /players/b/boonejo01.html, /players/d/doolike01.html, /players/d/douglch01.html, /players/h/harride01.html, /players/h/hassetr01.html, /players/h/hayesja01.html, /players/h/humphkr01.html, /players/j/jianlyi01.html, /players/l/leeco01.html, /players/l/lopezbr01.html, /players/n/najered01.html, /players/q/quinnch01.html, /players/s/simmobo01.html, /players/w/willise01.html, /players/w/willite01.html"
"19","NOH","/players/a/armsthi01.html, /players/b/brownbo02.html, /players/b/brownde02.html, /players/c/collida01.html, /players/g/grayaa01.html, /players/h/hartja01.html, /players/m/marksse01.html, /players/o/okafoem01.html, /players/p/paulch01.html, /players/p/petermo01.html, /players/p/poseyja01.html, /players/s/songada01.html, /players/s/stojape01.html, /players/t/thornma01.html, /players/w/westda01.html, /players/w/wrighju01.html"
"20","NYK","/players/b/barroea01.html, /players/b/bendejo01.html, /players/c/chandwi01.html, /players/c/curryed01.html, /players/d/douglto01.html, /players/d/duhonch01.html, /players/g/gallida01.html, /players/g/giddejr01.html, /players/h/harrial01.html, /players/h/hilljo01.html, /players/h/houseed01.html, /players/h/hughela01.html, /players/j/jeffrja01.html, /players/l/landrma01.html, /players/l/leeda02.html, /players/m/mcgratr01.html, /players/m/milicda01.html, /players/r/robinna01.html, /players/r/rodrise01.html, /players/w/walkebi01.html"
"21","OKC","/players/a/anderan02.html, /players/b/bowenry01.html, /players/c/collini01.html, /players/d/duranke01.html, /players/g/greenje02.html, /players/h/hardeja01.html, /players/i/ibakase01.html, /players/k/krstine01.html, /players/l/livinsh01.html, /players/m/maynoer01.html, /players/m/mulleby01.html, /players/o/ollieke01.html, /players/s/sefolth01.html, /players/t/thomaet01.html, /players/w/weaveky01.html, /players/w/westbru01.html, /players/w/whitedj01.html, /players/w/wilksmi01.html"
"22","ORL","/players/a/anderry01.html, /players/b/barnema02.html, /players/b/bassbr01.html, /players/c/cartevi01.html, /players/g/gortama01.html, /players/h/howardw01.html, /players/j/johnsan02.html, /players/l/lewisra02.html, /players/n/nelsoja01.html, /players/p/pietrmi01.html, /players/r/redicjj01.html, /players/w/willija02.html"
"23","PHI","/players/b/brandel01.html, /players/b/brezepr01.html, /players/c/carnero01.html, /players/d/dalemsa01.html, /players/e/elsonfr01.html, /players/g/greenwi01.html, /players/h/holidjr01.html, /players/i/iguodan01.html, /players/i/iversal01.html, /players/i/iveyro01.html, /players/k/kaponja01.html, /players/m/meeksjo01.html, /players/s/smithja02.html, /players/s/speigma01.html, /players/w/willilo02.html, /players/y/youngth01.html"
"24","PHO","/players/a/amundlo01.html, /players/b/barbole01.html, /players/c/clarkea01.html, /players/c/collija03.html, /players/d/dragigo01.html, /players/d/dudleja01.html, /players/f/fryech01.html, /players/g/griffta01.html, /players/h/hillgr01.html, /players/j/jonesdw02.html, /players/l/lopezro01.html, /players/n/nashst01.html, /players/r/richaja01.html, /players/s/stoudam01.html, /players/t/tuckeal02.html"
"25","POR","/players/a/aldrila01.html, /players/p/pendeje02.html, /players/b/batumni01.html, /players/b/bayleje01.html, /players/b/blakest01.html, /players/c/cambyma01.html, /players/c/cunnida01.html, /players/d/dienetr01.html, /players/f/fernaru01.html, /players/h/howarju01.html, /players/m/millean02.html, /players/m/millspa02.html, /players/o/odengr01.html, /players/o/outlatr01.html, /players/p/przybjo01.html, /players/r/randosh01.html, /players/r/roybr01.html, /players/t/tollian01.html, /players/w/webstma02.html"
"26","SAC","/players/a/armsthi01.html, /players/b/brockjo01.html, /players/c/casspom01.html, /players/d/dorsejo01.html, /players/e/evansty01.html, /players/g/garcifr01.html, /players/g/greendo01.html, /players/h/hawessp01.html, /players/l/landrca01.html, /players/m/martike02.html, /players/m/masonde01.html, /players/m/mayse01.html, /players/m/mcguido01.html, /players/n/nocioan01.html, /players/r/rodrise01.html, /players/t/templga01.html, /players/t/thomake01.html, /players/t/thompja02.html, /players/u/udokaim01.html, /players/u/udrihbe01.html"
"27","SAS","/players/b/blairde01.html, /players/b/boganke01.html, /players/b/bonnema01.html, /players/d/duncati01.html, /players/f/finlemi01.html, /players/g/ginobma01.html, /players/h/hairsma01.html, /players/h/haislma01.html, /players/h/hillge01.html, /players/j/jacksce01.html, /players/j/jefferi01.html, /players/m/mahinia01.html, /players/m/masonro01.html, /players/m/mcdyean01.html, /players/p/parketo01.html, /players/r/ratlith01.html, /players/t/templga01.html"
"28","TOR","/players/b/banksma01.html, /players/b/bargnan01.html, /players/b/belinma01.html, /players/b/boshch01.html, /players/c/caldejo01.html, /players/d/derozde01.html, /players/e/evansre01.html, /players/j/jackja01.html, /players/j/johnsam01.html, /players/m/mensapo01.html, /players/n/nestera01.html, /players/o/obryapa01.html, /players/t/turkohe01.html, /players/w/weemsso01.html, /players/w/wrighan01.html"
"29","UTA","/players/b/boozeca01.html, /players/b/brewero02.html, /players/f/fesenky01.html, /players/g/gainesu01.html, /players/j/jeffeot01.html, /players/k/kirilan01.html, /players/k/korveky01.html, /players/k/koufoko01.html, /players/m/matthwe02.html, /players/m/maynoer01.html, /players/m/milescj01.html, /players/m/millspa01.html, /players/o/okurme01.html, /players/p/pricero01.html, /players/w/willide01.html"
"30","WAS","/players/a/arenagi01.html, /players/b/blatcan01.html, /players/b/boykiea01.html, /players/b/butleca01.html, /players/d/davispa01.html, /players/f/foyera01.html, /players/g/geeal01.html, /players/h/harrimi01.html, /players/h/haywobr01.html, /players/h/howarjo01.html, /players/j/jacksce01.html, /players/j/jamesmi01.html, /players/j/jamisan01.html, /players/l/livinsh01.html, /players/m/martica01.html, /players/m/mcgeeja01.html, /players/m/mcguido01.html, /players/m/millemi01.html, /players/o/obertfa01.html, /players/r/rossqu01.html, /players/s/singlja01.html, /players/s/stevede01.html, /players/t/thornal01.html, /players/y/youngni01.html"
