"","Tm","roster"
"13","LAC","/players/b/beverpa01.html, /players/c/coffeam01.html, /players/g/georgpa01.html, /players/g/greenja01.html, /players/h/harklma01.html, /players/h/harremo01.html, /players/j/jacksre01.html, /players/k/kabenmf01.html, /players/l/leonaka01.html, /players/m/mannte01.html, /players/m/mcgruro01.html, /players/m/morrima03.html, /players/m/motlejo01.html, /players/p/pattepa01.html, /players/r/robinje01.html, /players/s/shamela01.html, /players/w/waltode01.html, /players/w/willilo02.html, /players/z/zubaciv01.html"
"14","LAL","/players/a/antetko01.html, /players/b/bradlav01.html, /players/c/caldwke01.html, /players/c/carusal01.html, /players/c/cookqu01.html, /players/d/danietr01.html, /players/d/davisan02.html, /players/d/dudleja01.html, /players/g/greenda02.html, /players/h/hortota01.html, /players/h/howardw01.html, /players/j/jamesle01.html, /players/k/kuzmaky01.html, /players/m/mcgeeja01.html, /players/m/morrima02.html, /players/n/norveza01.html, /players/r/rondora01.html"
"15","MEM","/players/a/allengr01.html, /players/a/anderky01.html, /players/b/belljo01.html, /players/b/brookdi01.html, /players/c/cabocbr01.html, /players/c/clarkbr01.html, /players/c/crowdja01.html, /players/d/dienggo01.html, /players/g/gudurma01.html, /players/h/hannadu01.html, /players/h/hillso01.html, /players/j/jacksja02.html, /players/j/jacksjo02.html, /players/j/jonesty01.html, /players/k/konchjo01.html, /players/m/meltode01.html, /players/m/moranja01.html, /players/t/tollian01.html, /players/u/uthofja01.html, /players/v/valanjo01.html, /players/w/watanyu01.html"
"16","MIA","/players/a/adebaba01.html, /players/b/butleji01.html, /players/c/crowdja01.html, /players/d/dragigo01.html, /players/h/hasleud01.html, /players/h/herroty01.html, /players/h/hillso01.html, /players/i/iguodan01.html, /players/j/johnsja01.html, /players/j/jonesde02.html, /players/l/leoname01.html, /players/m/maconda01.html, /players/n/nunnke01.html, /players/o/okpalkz01.html, /players/o/olynyke01.html, /players/r/robindu01.html, /players/s/silvach01.html, /players/v/vincega01.html, /players/w/waitedi01.html, /players/w/winslju01.html"
"17","MIL","/players/a/antetgi01.html, /players/a/antetth01.html, /players/b/bendedr01.html, /players/b/bledser01.html, /players/b/brownst02.html, /players/c/connapa01.html, /players/d/divindo01.html, /players/h/hillge01.html, /players/i/ilyaser01.html, /players/k/korveky01.html, /players/l/lopezbr01.html, /players/l/lopezro01.html, /players/m/masonfr01.html, /players/m/matthwe02.html, /players/m/middlkh01.html, /players/w/willima02.html, /players/w/wilsodj01.html"
"18","MIN","/players/b/bateske01.html, /players/b/beaslma01.html, /players/b/belljo01.html, /players/c/covinro01.html, /players/c/crabbal01.html, /players/c/culveja01.html, /players/d/dienggo01.html, /players/e/evansja02.html, /players/g/grahatr01.html, /players/h/hernaju01.html, /players/j/johnsja01.html, /players/l/laymaja01.html, /players/m/martike03.html, /players/m/mclaujo01.html, /players/n/napiesh01.html, /players/n/nowelja01.html, /players/o/okogijo01.html, /players/r/reidna01.html, /players/r/russeda01.html, /players/t/teaguje01.html, /players/t/townska01.html, /players/v/vandeja01.html, /players/v/vonleno01.html, /players/w/wiggian01.html"
"19","NOP","/players/a/alexani01.html, /players/b/balllo01.html, /players/c/cheatzy01.html, /players/f/favorde01.html, /players/g/grayjo01.html, /players/h/hartjo01.html, /players/h/hayesja02.html, /players/h/holidjr01.html, /players/i/ingrabr01.html, /players/j/jacksfr01.html, /players/m/mellini01.html, /players/m/mooreet01.html, /players/o/okafoja01.html, /players/r/redicjj01.html, /players/w/willike04.html, /players/w/willizi01.html"
"20","NYK","/players/a/allenka01.html, /players/b/barrerj01.html, /players/b/brazdig01.html, /players/b/bullore01.html, /players/d/dotsoda01.html, /players/e/ellinwa01.html, /players/g/gibsota01.html, /players/h/harklma01.html, /players/k/knoxke01.html, /players/m/morrima03.html, /players/n/ntilila01.html, /players/p/paytoel01.html, /players/p/portibo01.html, /players/r/randlju01.html, /players/r/robinmi01.html, /players/s/smithde03.html, /players/t/trieral01.html"
"21","OKC","/players/a/adamsst01.html, /players/b/bazleda01.html, /players/b/burtode02.html, /players/d/diallha01.html, /players/d/dortlu01.html, /players/f/fergute01.html, /players/g/gallida01.html, /players/g/gilgesh01.html, /players/h/hallde01.html, /players/h/herveke01.html, /players/m/muscami01.html, /players/n/naderab01.html, /players/n/noelne01.html, /players/p/pattoju01.html, /players/p/paulch01.html, /players/r/robyis01.html, /players/s/schrode01.html"
"22","ORL","/players/a/aminual01.html, /players/a/augusdj01.html, /players/b/bambamo01.html, /players/b/birchkh01.html, /players/c/cartemi01.html, /players/c/clarkga01.html, /players/e/ennisja01.html, /players/f/fournev01.html, /players/f/frazime01.html, /players/f/fultzma01.html, /players/g/gordoaa01.html, /players/i/isaacjo01.html, /players/i/iwundwe01.html, /players/j/jeffeam01.html, /players/j/johnsbj01.html, /players/l/lawvi01.html, /players/m/magetjo01.html, /players/r/rosste01.html, /players/v/vucevni01.html"
"23","PHI","/players/b/boldejo01.html, /players/b/burketr01.html, /players/b/burksal01.html, /players/e/embiijo01.html, /players/e/ennisja01.html, /players/h/harrito02.html, /players/h/horfoal01.html, /players/k/korkmfu01.html, /players/m/miltosh01.html, /players/n/netora01.html, /players/o/oquinky01.html, /players/p/pelleno01.html, /players/r/richajo01.html, /players/r/robingl02.html, /players/s/scottmi01.html, /players/s/shayoma01.html, /players/s/simmobe01.html, /players/s/smithzh01.html, /players/t/thybuma01.html"
"24","PHO","/players/a/aytonde01.html, /players/b/baynear01.html, /players/b/boldejo01.html, /players/b/bookede01.html, /players/b/bridgmi01.html, /players/c/carteje01.html, /players/d/diallch01.html, /players/h/harpeja01.html, /players/j/jeromty01.html, /players/j/johnsca02.html, /players/j/johnsty01.html, /players/k/kaminfr01.html, /players/l/lecquja01.html, /players/o/okoboel01.html, /players/o/oubreke01.html, /players/o/owensta01.html, /players/r/rubiori01.html, /players/s/saricda01.html"
"25","POR","/players/a/anthoca01.html, /players/a/arizatr01.html, /players/b/bazemke01.html, /players/b/brownmo01.html, /players/c/colliza01.html, /players/g/gabriwe01.html, /players/h/hezonma01.html, /players/h/hoardja01.html, /players/h/hoodro01.html, /players/l/labissk01.html, /players/l/lillada01.html, /players/l/littlna01.html, /players/m/mccolcj01.html, /players/s/simonan01.html, /players/s/swanica01.html, /players/t/tollian01.html, /players/t/trentga02.html, /players/w/whiteha01.html"
"26","SAC","/players/a/arizatr01.html, /players/b/baglema01.html, /players/b/barneha02.html, /players/b/bazemke01.html, /players/b/bjeline01.html, /players/b/bogdabo01.html, /players/d/dedmode01.html, /players/f/ferreyo01.html, /players/f/foxde01.html, /players/g/gabriwe01.html, /players/g/gilesha01.html, /players/g/guyky01.html, /players/h/hieldbu01.html, /players/h/holmeri01.html, /players/j/jamesju01.html, /players/j/jeffrda01.html, /players/j/josepco01.html, /players/l/lenal01.html, /players/m/mikaer01.html, /players/p/parkeja01.html, /players/s/swanica01.html, /players/t/tollian01.html"
"27","SAS","/players/a/aldrila01.html, /players/b/belinma01.html, /players/c/carrode01.html, /players/d/derozde01.html, /players/e/eubandr01.html, /players/f/forbebr01.html, /players/g/gayru01.html, /players/j/johnske04.html, /players/l/lylestr01.html, /players/m/metuch01.html, /players/m/millspa02.html, /players/m/murrade01.html, /players/p/poeltja01.html, /players/s/samanlu01.html, /players/w/walkelo01.html, /players/w/weathqu01.html, /players/w/whitede01.html"
"28","TOR","/players/a/anunoog01.html, /players/b/bouchch01.html, /players/b/brissos01.html, /players/d/daviste02.html, /players/g/gasolma01.html, /players/h/hernade01.html, /players/h/holliro01.html, /players/i/ibakase01.html, /players/j/johnsst04.html, /players/l/lowryky01.html, /players/m/mccawpa01.html, /players/m/millema01.html, /players/p/pondssh01.html, /players/p/powelno01.html, /players/s/siakapa01.html, /players/t/thomama02.html, /players/v/vanvlfr01.html, /players/w/watsopa01.html"
"29","UTA","/players/b/bogdabo02.html, /players/b/bradlto01.html, /players/b/brantja01.html, /players/c/clarkjo01.html, /players/c/conlemi01.html, /players/d/davised01.html, /players/e/exumda01.html, /players/g/goberru01.html, /players/g/greenje02.html, /players/i/inglejo01.html, /players/k/kiddst01.html, /players/m/mitchdo01.html, /players/m/morgaju01.html, /players/m/mudiaem01.html, /players/n/niangge01.html, /players/o/onealro01.html, /players/o/onimi01.html, /players/t/tuckera01.html, /players/w/willini01.html, /players/w/wrighju02.html"
"30","WAS","/players/b/bealbr01.html, /players/b/bertada01.html, /players/b/bongais01.html, /players/b/browntr01.html, /players/b/bryanth01.html, /players/c/chiozch01.html, /players/h/hachiru01.html, /players/m/mahinia01.html, /players/m/mathega01.html, /players/m/mcraejo01.html, /players/m/milescj01.html, /players/n/napiesh01.html, /players/p/pasecan01.html, /players/p/paytoga02.html, /players/r/robinje01.html, /players/r/robinju01.html, /players/s/schofad01.html, /players/s/smithis01.html, /players/t/thomais02.html, /players/w/wagnemo01.html, /players/w/willijo04.html"
