"","Tm","roster"
"1","ATL","/players/b/brownjo01.html, /players/c/creigji01.html, /players/d/drewjo01.html, /players/d/duvalde01.html, /players/h/hawkico01.html, /players/h/hendeto01.html, /players/h/hollawi01.html, /players/h/hudsolo01.html, /players/j/jonesdw01.html, /players/m/meminde01.html, /players/s/sojoumi01.html, /players/v/vanarto01.html, /players/w/willobi01.html"
"2","BOS","/players/a/anderje01.html, /players/a/ardji01.html, /players/b/bosweto01.html, /players/c/cowenda01.html, /players/h/havlijo01.html, /players/k/kuberst01.html, /players/m/mcdongl01.html, /players/n/nelsodo01.html, /players/s/scottch01.html, /players/s/searced01.html, /players/s/silaspa01.html, /players/s/stacoke01.html, /players/w/whitejo01.html"
"3","BUF","/players/a/adamsdo01.html, /players/c/charlke01.html, /players/d/digreer01.html, /players/g/gibbsdi01.html, /players/h/heardga01.html, /players/k/kuberst01.html, /players/m/marinja01.html, /players/m/mcadobo01.html, /players/m/mcmilto01.html, /players/m/mcmilji01.html, /players/s/schluda01.html, /players/s/shumajo01.html, /players/s/smithra01.html, /players/w/washiji01.html, /players/w/weissbo01.html"
"4","CHI","/players/b/benbole01.html, /players/b/blockjo01.html, /players/b/boerwto01.html, /players/f/fernser01.html, /players/g/garrero01.html, /players/g/guokama02.html, /players/j/johnsmi01.html, /players/l/laskojo01.html, /players/l/lovebo01.html, /players/m/marinja01.html, /players/p/pattest01.html, /players/p/pondecl01.html, /players/s/sloanje01.html, /players/t/thurmna01.html, /players/v/vanlino01.html, /players/w/wilsobo03.html"
"5","CLE","/players/b/beardbu01.html, /players/b/breweji01.html, /players/c/carrau01.html, /players/c/choneji01.html, /players/c/cleamji01.html, /players/f/fernser01.html, /players/g/garrero01.html, /players/l/lambejo01.html, /players/p/pattest01.html, /players/r/russeca02.html, /players/s/smithbi02.html, /players/s/snydedi01.html, /players/t/thurmna01.html, /players/w/walkefo01.html, /players/w/wittelu01.html"
"6","DET","/players/b/brownro02.html, /players/c/clarkar01.html, /players/d/dickehe01.html, /players/e/eberhal01.html, /players/f/fordch01.html, /players/h/hairsli01.html, /players/j/joneswa02.html, /players/l/laniebo01.html, /players/m/mengejo01.html, /players/m/moneyer01.html, /players/p/porteho01.html, /players/p/porteke01.html, /players/r/rowecu01.html, /players/t/thomate01.html, /players/t/trappge01.html, /players/w/williea01.html"
"7","GSW","/players/b/barryri01.html, /players/d/davisdw01.html, /players/d/dickede01.html, /players/d/dudlech01.html, /players/h/hawkiro01.html, /players/j/johnsch01.html, /players/j/johnsge02.html, /players/m/mullije01.html, /players/r/raycl01.html, /players/s/smithph01.html, /players/w/wilkeja01.html, /players/w/willigu01.html"
"8","HOU","/players/b/bailegu01.html, /players/h/hawesst01.html, /players/j/johnsjo01.html, /players/k/kunneke01.html, /players/m/meelycl01.html, /players/m/meriwjo01.html, /players/m/murphca01.html, /players/n/newlimi01.html, /players/r/ratleed01.html, /players/r/rileyro01.html, /players/t/tomjaru01.html, /players/w/whiteru01.html, /players/w/wohlda01.html"
"9","KCK","/players/a/architi01.html, /players/b/bigelbo01.html, /players/d/dantomi01.html, /players/g/guokama02.html, /players/h/hansegl01.html, /players/j/johnsol01.html, /players/k/kosmale01.html, /players/l/laceysa01.html, /players/m/mcneila01.html, /players/r/roberri01.html, /players/r/robinbi01.html, /players/w/walkeji01.html, /players/w/wedmasc01.html, /players/w/winfile01.html"
"10","LAL","/players/a/abdulka01.html, /players/a/allenlu01.html, /players/c/calhoco01.html, /players/f/forddo01.html, /players/f/freemdo01.html, /players/g/goodrga01.html, /players/k/kupeccj01.html, /players/l/lantzst01.html, /players/m/mcdanji01.html, /players/m/meelycl01.html, /players/r/rileypa01.html, /players/r/rochejo01.html, /players/r/russeca01.html, /players/w/warneco01.html, /players/w/washike01.html, /players/w/weslewa01.html, /players/w/williro01.html"
"11","MIL","/players/b/bridgju01.html, /players/b/brokaga01.html, /players/d/dandrbo01.html, /players/d/davismi02.html, /players/f/foxji01.html, /players/m/mayescl01.html, /players/m/mcglojo01.html, /players/m/meyerda01.html, /players/p/priceji01.html, /players/r/restake01.html, /players/s/smithel01.html, /players/w/wintebr01.html"
"12","NOJ","/players/b/behagro01.html, /players/b/bibbyhe01.html, /players/b/boydfr01.html, /players/c/colemec01.html, /players/c/countme01.html, /players/j/jamesaa01.html, /players/k/kelleri01.html, /players/m/maravpe01.html, /players/m/mcelrji01.html, /players/m/mooreot01.html, /players/n/nelsolo01.html, /players/s/stallbu01.html, /players/w/willina01.html"
"13","NYK","/players/b/barneji02.html, /players/b/beardbu01.html, /players/b/bellde01.html, /players/b/bradlbi01.html, /players/d/davisme01.html, /players/f/foglela01.html, /players/f/fraziwa01.html, /players/g/gianejo01.html, /players/h/haywosp01.html, /players/j/jacksph01.html, /players/m/mayfike01.html, /players/m/monroea01.html, /players/s/shortge01.html, /players/w/walkne01.html, /players/w/wingoha01.html"
"14","PHI","/players/b/baskeje01.html, /players/b/boydfr01.html, /players/b/bryanjo01.html, /players/c/cartefr01.html, /players/c/catchha01.html, /players/c/collido01.html, /players/c/cunnibi01.html, /players/d/dawkida01.html, /players/e/ellisle01.html, /players/f/freewo01.html, /players/j/joneswa02.html, /players/l/leecl01.html, /players/m/mcginge01.html, /players/m/mixst01.html, /players/n/normaco01.html"
"15","PHO","/players/a/adamsal01.html, /players/a/awtrede01.html, /players/b/bantomi01.html, /players/e/erickke01.html, /players/h/hawthna01.html, /players/h/heardga01.html, /players/l/lumpkph01.html, /players/p/perrycu01.html, /players/r/rileypa01.html, /players/s/saundfr01.html, /players/s/shumajo01.html, /players/s/soberri01.html, /players/v/vanardi01.html, /players/w/westppa01.html, /players/w/wetzejo01.html"
