"","Tm","roster"
"11","IND","/players/d/dinkiby01.html, /players/d/dreilgr01.html, /players/f/flemive01.html, /players/m/mccloge01.html, /players/m/millere01.html, /players/o/oldhaja01.html, /players/p/persoch01.html, /players/s/sandemi01.html, /players/s/schrede01.html, /players/s/smitsri01.html, /players/t/thompla01.html, /players/w/willike03.html, /players/w/willimi02.html, /players/w/wittmra01.html"
"12","LAC","/players/b/ballce01.html, /players/b/bannike01.html, /players/b/benjabe01.html, /players/b/butlegr01.html, /players/g/garlawi01.html, /players/g/garrito01.html, /players/g/grantga01.html, /players/h/harpero01.html, /players/k/kimblbo01.html, /players/m/mannida01.html, /players/m/martije01.html, /players/n/normake01.html, /players/p/polynol01.html, /players/s/smithch01.html, /players/s/smrekmi01.html, /players/v/vaughlo01.html"
"13","LAL","/players/b/brownto01.html, /players/c/campbel01.html, /players/d/divacvl01.html, /players/d/drewla01.html, /players/g/greenac01.html, /players/j/johnsma02.html, /players/p/perkisa01.html, /players/s/scottby01.html, /players/s/smithto02.html, /players/t/teaglte01.html, /players/t/thomair01.html, /players/t/thompmy01.html, /players/w/worthja01.html"
"14","MIA","/players/a/askinke01.html, /players/b/burtowi01.html, /players/c/colesbi01.html, /players/d/daviste01.html, /players/d/douglsh01.html, /players/e/edwarke01.html, /players/k/kesslal01.html, /players/l/longgr01.html, /players/o/oggal01.html, /players/r/ricegl01.html, /players/s/seikaro01.html, /players/s/sundvjo01.html, /players/t/thompbi01.html, /players/w/wagnemi01.html"
"15","MIL","/players/a/andergr01.html, /players/b/brickfr01.html, /players/c/connele01.html, /players/d/dantlad01.html, /players/e/ellisda01.html, /players/g/grayeje01.html, /players/h/hensost01.html, /players/h/humphja01.html, /players/k/kornefr01.html, /players/l/lohaubr01.html, /players/p/piercri01.html, /players/r/roberfr01.html, /players/r/roberal01.html, /players/s/schayda01.html, /players/s/sikmaja01.html, /players/s/stephev01.html"
"16","MIN","/players/b/breuera01.html, /players/b/brooksc01.html, /players/c/campbto01.html, /players/c/cofferi01.html, /players/c/corbity01.html, /players/g/glassge01.html, /players/g/godfrda01.html, /players/m/mitchsa01.html, /players/m/murphto01.html, /players/r/richapo01.html, /players/s/spencfe01.html, /players/t/thomaji01.html, /players/t/thornbo01.html, /players/w/westdo01.html"
"17","NJN","/players/a/andergr01.html, /players/b/blaylmo01.html, /players/b/bowiesa01.html, /players/b/buechju01.html, /players/c/colemde01.html, /players/c/connele01.html, /players/d/dudlech02.html, /players/g/georgta01.html, /players/g/gervide01.html, /players/h/haleyja01.html, /players/h/hinsoro01.html, /players/l/leeku01.html, /players/m/millste01.html, /players/m/morrich01.html, /players/p/petrodr01.html, /players/t/theusre01.html"
"18","NYK","/players/c/cheekma01.html, /players/e/ewingpa01.html, /players/g/grantgr01.html, /players/g/grayst01.html, /players/j/jacksma01.html, /players/m/mustaje01.html, /players/o/oaklech01.html, /players/q/quinnbr01.html, /players/s/starkjo01.html, /players/t/tucketr01.html, /players/v/vandeki01.html, /players/w/walkeke01.html, /players/w/wilkied01.html, /players/w/wilkige01.html"
"19","ORL","/players/a/acresma01.html, /players/a/anderni01.html, /players/a/anslemi01.html, /players/c/catlete01.html, /players/k/kitegr01.html, /players/m/mcnamma01.html, /players/r/reynoje01.html, /players/s/scottde01.html, /players/s/skilesc01.html, /players/s/smithot01.html, /players/t/turneje01.html, /players/v/vincesa01.html, /players/w/wileymo01.html, /players/w/wrighho02.html"
"20","PHI","/players/a/anderro01.html, /players/b/barklch01.html, /players/b/bolma01.html, /players/d/dawkijo01.html, /players/e/eliema01.html, /players/f/farmeji01.html, /players/g/gilliar01.html, /players/g/gminsmi01.html, /players/g/greenri01.html, /players/h/harrito01.html, /players/h/hawkihe01.html, /players/h/hoppeda01.html, /players/m/mahorri01.html, /players/o/olivebr01.html, /players/p/payneke01.html, /players/r/reidro01.html, /players/t/turnean01.html, /players/w/willija01.html"
"21","PHO","/players/b/battlke01.html, /players/c/carrojo01.html, /players/c/cebalce01.html, /players/c/chambto01.html, /players/h/hornaje01.html, /players/j/johnsed03.html, /players/j/johnske02.html, /players/k/knighne01.html, /players/l/langan01.html, /players/l/lockhia01.html, /players/m/majerda01.html, /players/m/mcdanxa01.html, /players/n/nealyed01.html, /players/p/perryti01.html, /players/r/rambiku01.html, /players/w/westma01.html"
"22","POR","/players/a/abdelal01.html, /players/a/aingeda01.html, /players/b/bryanma01.html, /players/c/coopewa01.html, /players/d/daviswa03.html, /players/d/drexlcl01.html, /players/d/duckwke01.html, /players/k/kerseje01.html, /players/p/petrodr01.html, /players/p/portete01.html, /players/r/robincl02.html, /players/w/willibu01.html, /players/y/youngda01.html"
"23","SAC","/players/b/bonnean01.html, /players/c/callori01.html, /players/c/carran01.html, /players/c/causwdu01.html, /players/c/coltest01.html, /players/d/dawsoto01.html, /players/f/fredean01.html, /players/h/hansebo01.html, /players/h/higgimi01.html, /players/l/leckner01.html, /players/l/lesji01.html, /players/m/maystr01.html, /players/s/sampsra01.html, /players/s/simmoli01.html, /players/s/sparrro01.html, /players/t/tisdawa01.html, /players/w/wennibi01.html, /players/w/woodle01.html"
"24","SAS","/players/a/anderwi01.html, /players/c/cummite01.html, /players/d/dinkiby01.html, /players/e/elliose01.html, /players/g/greensi02.html, /players/g/greenda01.html, /players/h/higgise01.html, /players/j/johnsav01.html, /players/l/lettcl01.html, /players/m/masseto01.html, /players/m/myerspe01.html, /players/p/presspa01.html, /players/r/robinda01.html, /players/s/schindw01.html, /players/s/stricro02.html, /players/w/willire01.html, /players/w/wingada01.html"
"25","SEA","/players/b/barroda01.html, /players/b/benjabe01.html, /players/c/cagemi01.html, /players/c/corzida01.html, /players/d/dailequ01.html, /players/e/ellisda01.html, /players/j/johnsed03.html, /players/k/kempsh01.html, /players/m/mcdanxa01.html, /players/m/mckeyde01.html, /players/m/mcmilna01.html, /players/m/meentsc01.html, /players/p/paytoga01.html, /players/p/piercri01.html, /players/p/polynol01.html, /players/t/threase01.html"
"26","UTA","/players/b/baileth01.html, /players/b/brownmi01.html, /players/b/brownto01.html, /players/c/cummipa01.html, /players/e/eatonma01.html, /players/e/edwarbl01.html, /players/g/griffda01.html, /players/m/malonje01.html, /players/m/malonka01.html, /players/m/munkch01.html, /players/o/osullda01.html, /players/p/palmewa01.html, /players/r/ruddde01.html, /players/s/stockjo01.html, /players/t/toolsan01.html"
"27","WSB","/players/a/alarima01.html, /players/e/eacklle01.html, /players/e/ellispe01.html, /players/e/engliaj01.html, /players/f/fostegr01.html, /players/g/grantha01.html, /players/h/hammoto01.html, /players/i/irvinby01.html, /players/j/jonesch01.html, /players/k/kingbe01.html, /players/r/robinla01.html, /players/s/smithcl01.html, /players/w/walkeda01.html, /players/w/willijo02.html, /players/w/workmha01.html"
