"","Tm","roster"
"1","BLB","/players/b/barksdo01.html, /players/c/calhobi01.html, /players/h/hannual01.html, /players/k/kudelfr01.html, /players/m/mcnamjo01.html, /players/m/miasest01.html, /players/m/minorda01.html, /players/o/osheake01.html, /players/o/owensre01.html, /players/r/rehfedo01.html, /players/s/saulpe01.html, /players/s/scolafr01.html, /players/s/slaugji01.html, /players/s/smawlbe01.html, /players/w/walkebr01.html"
"2","BOS","/players/b/brannbo01.html, /players/c/coopech01.html, /players/c/cousybo01.html, /players/d/dickedi01.html, /players/d/donhabo01.html, /players/h/harribo01.html, /players/m/macaued01.html, /players/m/mahnkjo01.html, /players/m/mckinbo01.html, /players/s/sharmbi01.html"
"3","FTW","/players/b/brianfr01.html, /players/b/burriar01.html, /players/c/clossbi01.html, /players/e/eddledi01.html, /players/f/fendlja01.html, /players/f/foustla01.html, /players/j/johnsra01.html, /players/k/kerrija01.html, /players/k/kileyja01.html, /players/o/ottendo01.html, /players/s/schaufr01.html, /players/s/sharech01.html, /players/s/sinicze01.html"
"4","INO","/players/b/barkecl01.html, /players/b/barnhle01.html, /players/c/crockdi01.html, /players/g/grabojo01.html, /players/h/hollajo01.html, /players/j/joneswa01.html, /players/l/lavoybo01.html, /players/l/lofgrdo01.html, /players/o/obriera01.html, /players/t/toshebi01.html, /players/w/walthpa01.html"
"5","MLH","/players/b/behnkel01.html, /players/b/blackch01.html, /players/b/bovendo01.html, /players/b/burriar01.html, /players/c/chrisca01.html, /players/c/crockdi01.html, /players/d/delonna01.html, /players/e/eddledi01.html, /players/f/fowleje01.html, /players/h/hutchme01.html, /players/k/kirkwa01.html, /players/m/mcconjo01.html, /players/m/mehendi01.html, /players/o/osheake01.html, /players/o/ottendo01.html, /players/o/owensre01.html, /players/r/rehfedo01.html, /players/r/rennijo01.html, /players/v/vancege01.html, /players/w/wilsobo01.html"
"6","MNL","/players/h/harribo02.html, /players/h/hitchle01.html, /players/h/huttojo01.html, /players/m/martisl01.html, /players/m/mikange01.html, /players/m/mikkeve01.html, /players/p/pilchjo01.html, /players/p/pollaji01.html, /players/s/saulpe01.html, /players/s/schulho01.html, /players/s/skoogwh01.html"
"7","NYK","/players/b/borylvi01.html, /players/c/cliftna01.html, /players/g/gallaha01.html, /players/k/kaftage01.html, /players/l/lumppra01.html, /players/m/mcguial01.html, /players/m/mcguidi01.html, /players/s/scherhe01.html, /players/s/simmoco01.html, /players/v/vandeer01.html, /players/z/zasloma01.html"
"8","PHW","/players/a/arizipa01.html, /players/b/bobbne01.html, /players/b/brownst01.html, /players/b/budkowa01.html, /players/d/dahleed01.html, /players/f/fulksjo01.html, /players/g/gardnve01.html, /players/j/johnsne01.html, /players/m/mikaned01.html, /players/p/paytome01.html, /players/p/phillan01.html, /players/s/senesge01.html"
"9","ROC","/players/c/colemja01.html, /players/d/daviebo01.html, /players/h/hannual01.html, /players/h/holzmre01.html, /players/j/johnsar01.html, /players/m/mcnamjo01.html, /players/n/noelpa01.html, /players/r/ragelra01.html, /players/r/ranzisa01.html, /players/r/risenar01.html, /players/s/spearod01.html, /players/w/wanzebo01.html"
"10","SYR","/players/c/calabge01.html, /players/c/cervial01.html, /players/g/gaborbi01.html, /players/j/jorgeno01.html, /players/k/kingge01.html, /players/o/osterwa01.html, /players/r/ratkoge01.html, /players/r/rochare01.html, /players/s/savagdo01.html, /players/s/schaydo01.html, /players/s/seymopa01.html"
