"","Tm","roster"
"19","NOK","/players/a/anderch01.html, /players/b/bassbr01.html, /players/b/brownpj01.html, /players/b/butlera01.html, /players/c/claxtsp01.html, /players/f/fizerma01.html, /players/j/jacksma02.html, /players/j/johnsli01.html, /players/l/lampema01.html, /players/m/macijar01.html, /players/m/masonde01.html, /players/n/nachbbo01.html, /players/n/norrimo01.html, /players/p/paulch01.html, /players/s/smithjr01.html, /players/s/snydeki01.html, /players/v/vromaja01.html, /players/w/westda01.html, /players/w/williaa01.html"
"20","NYK","/players/a/arizatr01.html, /players/b/barnema02.html, /players/b/butleja01.html, /players/c/crawfja01.html, /players/c/curryed01.html, /players/d/davisan01.html, /players/f/francst01.html, /players/f/fryech01.html, /players/h/hardaan01.html, /players/j/jamesje01.html, /players/l/leeda02.html, /players/m/marbust01.html, /players/r/richaqu01.html, /players/r/robinna01.html, /players/r/roseja01.html, /players/r/rosema01.html, /players/t/tayloma01.html, /players/u/udokaim01.html, /players/w/woodsqy01.html"
"21","ORL","/players/a/arizatr01.html, /players/a/arroyca01.html, /players/a/augmost01.html, /players/b/battito01.html, /players/c/catoke01.html, /players/d/dienetr01.html, /players/d/doolike01.html, /players/f/francst01.html, /players/g/garripa01.html, /players/h/hillgr01.html, /players/h/howardw01.html, /players/k/kasunma01.html, /players/m/milicda01.html, /players/m/morrite01.html, /players/n/nelsoja01.html, /players/o/outlabo01.html, /players/s/stevede01.html, /players/t/turkohe01.html"
"22","PHI","/players/b/barnema02.html, /players/b/bradlmi01.html, /players/d/dalemsa01.html, /players/g/gaide01.html, /players/g/greenwi01.html, /players/h/hamilze01.html, /players/h/huntest01.html, /players/i/iguodan01.html, /players/i/iversal01.html, /players/k/korveky01.html, /players/n/nailole01.html, /players/o/ollieke01.html, /players/r/randosh01.html, /players/s/salmojo01.html, /players/t/thomaja02.html, /players/w/webbech01.html, /players/w/willilo02.html"
"23","PHO","/players/b/barbole01.html, /players/b/barrean01.html, /players/b/bellra01.html, /players/b/burkepa01.html, /players/d/davisjo02.html, /players/d/diawbo01.html, /players/f/fordsh02.html, /players/g/grantbr01.html, /players/h/houseed01.html, /players/j/jacksji01.html, /players/j/jonesja02.html, /players/m/mariosh01.html, /players/n/nashst01.html, /players/s/stoudam01.html, /players/t/thomaku01.html, /players/t/thomati01.html, /players/t/thompdi01.html, /players/t/tskitni01.html"
"24","POR","/players/b/blakest01.html, /players/d/dixonju01.html, /players/j/jackja01.html, /players/k/khryavi01.html, /players/l/lenarvo01.html, /players/m/milesda01.html, /players/m/moniase01.html, /players/o/outlatr01.html, /players/p/patteru01.html, /players/p/przybjo01.html, /players/r/randoza01.html, /players/r/ratlith01.html, /players/s/seungha01.html, /players/s/skinnbr01.html, /players/s/smithch04.html, /players/t/telfase01.html, /players/w/webstma02.html"
"25","SAC","/players/a/abdursh01.html, /players/b/bibbymi01.html, /players/g/garcifr01.html, /players/h/hartja01.html, /players/m/martike02.html, /players/m/millebr01.html, /players/m/moniase01.html, /players/p/potapvi01.html, /players/p/pricero01.html, /players/s/sampsja01.html, /players/s/skinnbr01.html, /players/s/stojape01.html, /players/t/thomake01.html, /players/w/wellsbo01.html, /players/w/willico02.html, /players/a/artesro01.html"
"26","SAS","/players/b/barrybr01.html, /players/b/bowenbr01.html, /players/d/duncati01.html, /players/f/finlemi01.html, /players/g/ginobma01.html, /players/h/horryro01.html, /players/m/marksse01.html, /players/m/mohamna01.html, /players/n/nestera01.html, /players/o/obertfa01.html, /players/p/parketo01.html, /players/s/sandeme01.html, /players/s/scaleal01.html, /players/u/udrihbe01.html, /players/v/vanexni01.html"
"27","SEA","/players/a/allenra02.html, /players/b/brunsri01.html, /players/c/cleavma01.html, /players/c/collini01.html, /players/e/evansre01.html, /players/f/felixno01.html, /players/f/fortsda01.html, /players/l/lewisra02.html, /players/m/mooremi01.html, /players/m/murraro01.html, /players/p/petrojo01.html, /players/p/potapvi01.html, /players/r/radmavl01.html, /players/r/ridnolu01.html, /players/s/swiftro01.html, /players/w/watsoea01.html, /players/w/wilcoch01.html, /players/w/wilkida02.html, /players/w/wilksmi01.html"
"28","TOR","/players/a/araujra01.html, /players/b/barrean01.html, /players/b/bonnema01.html, /players/b/boshch01.html, /players/c/caldejo01.html, /players/d/davisan01.html, /players/g/grahajo01.html, /players/j/jamesmi01.html, /players/m/martida01.html, /players/p/petermo01.html, /players/r/roseja01.html, /players/s/sowpa01.html, /players/v/villach01.html, /players/w/williaa01.html, /players/w/willial02.html, /players/w/willier01.html, /players/w/woodslo01.html"
"29","UTA","/players/b/boozeca01.html, /players/b/brownde02.html, /players/c/collija03.html, /players/g/giricgo01.html, /players/h/harprma01.html, /players/h/humphkr01.html, /players/k/kirilan01.html, /players/m/mcleoke01.html, /players/m/milescj01.html, /players/o/okurme01.html, /players/o/ostergr01.html, /players/o/owensan01.html, /players/p/palacmi01.html, /players/w/whalero01.html, /players/w/willide01.html"
"30","WAS","/players/a/arenagi01.html, /players/a/atkinch01.html, /players/b/blatcan01.html, /players/b/boothca01.html, /players/b/butleca01.html, /players/d/daniean01.html, /players/h/hayesja01.html, /players/h/haywobr01.html, /players/j/jamisan01.html, /players/j/jeffrja01.html, /players/r/ruffimi01.html, /players/s/storeaw01.html, /players/t/taylodo01.html, /players/t/thomabi01.html, /players/t/thomaet01.html"
