"","Tm","roster"
"15","MEM","/players/a/allento01.html, /players/b/baldwwa01.html, /players/c/cartevi01.html, /players/c/conlemi01.html, /players/d/danietr01.html, /players/d/davisde01.html, /players/d/douglto01.html, /players/e/ennisja01.html, /players/g/gasolma01.html, /players/g/greenja01.html, /players/h/harrian01.html, /players/m/martija01.html, /players/p/parsoch01.html, /players/r/randoza01.html, /players/s/seldewa01.html, /players/w/willitr02.html, /players/w/wrighbr03.html"
"16","MIA","/players/b/babbilu01.html, /players/d/dragigo01.html, /players/e/ellinwa01.html, /players/h/hasleud01.html, /players/j/johnsja01.html, /players/j/johnsty01.html, /players/m/mcgruro01.html, /players/m/mcrobjo01.html, /players/r/reedwi02.html, /players/r/richajo01.html, /players/w/waitedi01.html, /players/w/whiteok01.html, /players/w/whiteha01.html, /players/w/willide02.html, /players/w/winslju01.html"
"17","MIL","/players/a/antetgi01.html, /players/b/beaslmi01.html, /players/b/brogdma01.html, /players/d/dellama01.html, /players/h/hawessp01.html, /players/h/hensojo01.html, /players/j/joneste01.html, /players/m/makerth01.html, /players/m/middlkh01.html, /players/m/monrogr01.html, /players/n/novakst01.html, /players/p/parkeja01.html, /players/p/paytoga02.html, /players/p/plumlmi01.html, /players/s/snellto01.html, /players/t/teletmi01.html, /players/t/terryja01.html, /players/t/toupaax01.html, /players/v/vaughra01.html"
"18","MIN","/players/a/aldrico01.html, /players/b/bjeline01.html, /players/c/casspom01.html, /players/d/dienggo01.html, /players/d/dunnkr01.html, /players/h/hilljo01.html, /players/j/jonesty01.html, /players/l/lavinza01.html, /players/l/lucasjo02.html, /players/m/muhamsh01.html, /players/p/paynead01.html, /players/r/rubiori01.html, /players/r/rushbr01.html, /players/s/stephla01.html, /players/t/townska01.html, /players/w/wiggian01.html"
"19","NOP","/players/a/ajincal01.html, /players/a/asikom01.html, /players/b/brownan02.html, /players/c/casspom01.html, /players/c/cookqu01.html, /players/c/couside01.html, /players/c/crawfjo02.html, /players/c/cunnida01.html, /players/d/davisan02.html, /players/d/diallch01.html, /players/e/evansty01.html, /players/f/fraziti01.html, /players/g/gallola01.html, /players/g/goodwar01.html, /players/h/hieldbu01.html, /players/h/hillso01.html, /players/h/holidjr01.html, /players/j/jackja01.html, /players/j/joneste01.html, /players/m/mooreet01.html, /players/m/motiedo01.html, /players/s/seldewa01.html, /players/s/stephla01.html, /players/t/thompho01.html, /players/t/toupaax01.html, /players/w/willire02.html"
"20","NYK","/players/a/anthoca01.html, /players/b/bakerro01.html, /players/h/hernawi01.html, /players/h/holidju01.html, /players/j/jennibr01.html, /players/k/kuzmimi01.html, /players/l/leeco01.html, /players/n/ndourma01.html, /players/n/noahjo01.html, /players/o/oquinky01.html, /players/p/plumlma02.html, /players/p/porzikr01.html, /players/r/randlch01.html, /players/r/rosede01.html, /players/t/thomala01.html, /players/v/vujacsa01.html"
"21","OKC","/players/a/abrinal01.html, /players/a/adamsst01.html, /players/c/chrisse01.html, /players/c/coleno01.html, /players/c/collini01.html, /players/g/gibsota01.html, /players/g/grantje01.html, /players/h/huestjo01.html, /players/i/ilyaser01.html, /players/k/kanteen01.html, /players/l/lauvejo01.html, /players/m/mcderdo01.html, /players/m/morroan01.html, /players/o/oladivi01.html, /players/p/payneca01.html, /players/r/roberan03.html, /players/s/sabondo01.html, /players/s/singlky01.html, /players/w/westbru01.html"
"22","ORL","/players/a/augusdj01.html, /players/b/biyombi01.html, /players/b/brownan02.html, /players/f/fournev01.html, /players/g/garinpa01.html, /players/g/georgma01.html, /players/g/gordoaa01.html, /players/g/greenje02.html, /players/h/hezonma01.html, /players/i/ibakase01.html, /players/m/meeksjo01.html, /players/o/onuakar01.html, /players/p/paytoel01.html, /players/r/rosste01.html, /players/r/rudezda01.html, /players/v/vucevni01.html, /players/w/watsocj01.html, /players/w/wilcocj01.html, /players/z/zimmest01.html"
"23","PHI","/players/a/anderju01.html, /players/b/bayleje01.html, /players/c/covinro01.html, /players/e/embiijo01.html, /players/g/grantje01.html, /players/h/harpeju01.html, /players/h/hendege02.html, /players/h/holmeri01.html, /players/i/ilyaser01.html, /players/l/longsh01.html, /players/l/luwawti01.html, /players/m/mccontj01.html, /players/n/noelne01.html, /players/o/okafoja01.html, /players/p/poythal01.html, /players/r/randlch01.html, /players/r/rodrise01.html, /players/s/saricda01.html, /players/s/splitti01.html, /players/s/stausni01.html, /players/t/thompho01.html"
"24","PHO","/players/b/barbole01.html, /players/b/bendedr01.html, /players/b/bledser01.html, /players/b/bookede01.html, /players/c/chandty01.html, /players/c/chrisma01.html, /players/d/dudleja01.html, /players/e/eddieja01.html, /players/j/jenkijo01.html, /players/j/jonesde02.html, /players/k/knighbr03.html, /players/l/lenal01.html, /players/m/millsel01.html, /players/p/pricero01.html, /players/t/tuckepj01.html, /players/u/ulisty01.html, /players/w/warretj01.html, /players/w/willial03.html"
"25","POR","/players/a/aminual01.html, /players/c/connapa01.html, /players/c/crabbal01.html, /players/d/davised01.html, /players/h/harklma01.html, /players/l/laymaja01.html, /players/l/leoname01.html, /players/l/lillada01.html, /players/m/mccolcj01.html, /players/n/napiesh01.html, /players/n/nurkiju01.html, /players/p/plumlma01.html, /players/q/quartti01.html, /players/t/turneev01.html, /players/v/vonleno01.html"
"26","SAC","/players/a/afflaar01.html, /players/b/barnema02.html, /players/c/casspom01.html, /players/c/caulewi01.html, /players/c/collida01.html, /players/c/couside01.html, /players/e/evansty01.html, /players/f/farmajo01.html, /players/g/gallola01.html, /players/g/gayru01.html, /players/h/hieldbu01.html, /players/k/koufoko01.html, /players/l/labissk01.html, /players/l/lawsoty01.html, /players/m/mclembe01.html, /players/p/papagge01.html, /players/r/richama01.html, /players/t/templga01.html, /players/t/tollian01.html"
"27","SAS","/players/a/aldrila01.html, /players/a/anderky01.html, /players/a/anthojo01.html, /players/b/bertada01.html, /players/d/dedmode01.html, /players/f/forbebr01.html, /players/g/gasolpa01.html, /players/g/ginobma01.html, /players/g/greenda02.html, /players/l/laproni01.html, /players/l/leeda02.html, /players/l/leonaka01.html, /players/m/millspa02.html, /players/m/murrade01.html, /players/p/parketo01.html, /players/s/simmojo02.html"
"28","TOR","/players/c/cabocbr01.html, /players/c/carrode01.html, /players/d/derozde01.html, /players/i/ibakase01.html, /players/j/josepco01.html, /players/l/lowryky01.html, /players/n/noguelu01.html, /players/p/pattepa01.html, /players/p/poeltja01.html, /players/p/powelno01.html, /players/r/rosste01.html, /players/s/siakapa01.html, /players/s/sullija01.html, /players/t/tuckepj01.html, /players/v/valanjo01.html, /players/v/vanvlfr01.html, /players/w/wrighde01.html"
"29","UTA","/players/b/bolomjo01.html, /players/b/burksal01.html, /players/d/diawbo01.html, /players/e/exumda01.html, /players/f/favorde01.html, /players/g/goberru01.html, /players/h/haywago01.html, /players/h/hillge01.html, /players/h/hoodro01.html, /players/i/inglejo01.html, /players/j/johnsjo02.html, /players/l/lylestr01.html, /players/m/macksh01.html, /players/n/netora01.html, /players/w/witheje01.html"
"30","WAS","/players/b/bealbr01.html, /players/b/bogdabo02.html, /players/b/burketr01.html, /players/g/gortama01.html, /players/h/houseda01.html, /players/j/jennibr01.html, /players/m/mcclesh01.html, /players/m/mahinia01.html, /players/m/mcculch01.html, /players/m/morrima02.html, /players/n/nichoan01.html, /players/o/ochefda01.html, /players/o/oubreke01.html, /players/p/porteot01.html, /players/s/satorto01.html, /players/s/smithja02.html, /players/t/thornma01.html, /players/w/walljo01.html"
