"","Tm","roster"
"11","LAL","/players/a/abdulka01.html, /players/b/boonero01.html, /players/c/carrke01.html, /players/c/cartero01.html, /players/c/coopemi01.html, /players/d/dantlad01.html, /players/d/davisbr01.html, /players/f/forddo01.html, /players/h/hudsolo01.html, /players/n/nixonno01.html, /players/p/priceji01.html, /players/r/robisda01.html, /players/w/wilkeja01.html"
"12","MIL","/players/b/bensoke01.html, /players/b/beshode01.html, /players/b/bridgju01.html, /players/b/bucknqu01.html, /players/g/gianejo01.html, /players/g/grunfer01.html, /players/h/howarot01.html, /players/j/johnsge03.html, /players/j/johnsma01.html, /players/r/restake01.html, /players/s/smithsa02.html, /players/v/vanlino01.html, /players/w/waltoll01.html, /players/w/wintebr01.html"
"13","NJN","/players/b/basseti01.html, /players/b/boynewi01.html, /players/c/catchha01.html, /players/e/elliobo01.html, /players/j/jacksph01.html, /players/j/johnsge02.html, /players/j/jordaed01.html, /players/k/kingbe01.html, /players/m/moneyer01.html, /players/s/simpsra01.html, /players/s/skinnal01.html, /players/v/vanbrja01.html, /players/w/washiwi01.html, /players/w/willijo01.html"
"14","NOJ","/players/b/bailegu01.html, /players/b/byrnema01.html, /players/g/goodrga01.html, /players/g/greento01.html, /players/g/griffpa01.html, /players/h/hardyja01.html, /players/h/haywosp01.html, /players/j/jamesaa01.html, /players/k/kelleri01.html, /players/l/leero01.html, /players/m/maravpe01.html, /players/m/mcelrji01.html, /players/m/meriwjo01.html, /players/r/robintr01.html, /players/t/terreir01.html"
"15","NYK","/players/b/barketo01.html, /players/b/beardbu01.html, /players/b/behagro01.html, /players/b/bunchgr01.html, /players/c/cleamji01.html, /players/g/glennmi01.html, /players/g/gondrgl01.html, /players/h/haywosp01.html, /players/k/knighto01.html, /players/m/mcadobo01.html, /players/m/meriwjo01.html, /players/m/monroea01.html, /players/r/richami01.html, /players/r/ruddjo01.html, /players/w/webstma01.html, /players/w/willira01.html"
"16","PHI","/players/b/bibbyhe01.html, /players/b/bryanjo01.html, /players/c/catchha01.html, /players/c/cheekma01.html, /players/c/collido01.html, /players/d/dawkida01.html, /players/e/ervinju01.html, /players/j/jonesbo01.html, /players/j/jonesca01.html, /players/m/mixst01.html, /players/m/moneyer01.html, /players/r/redmoma01.html, /players/s/simpsra01.html, /players/s/skinnal01.html"
"17","PHO","/players/a/adamsal01.html, /players/b/bratzmi01.html, /players/b/busedo01.html, /players/b/byrnema01.html, /players/d/daviswa03.html, /players/f/forreba01.html, /players/h/heardga01.html, /players/k/kramejo01.html, /players/l/leero01.html, /players/m/mcclate01.html, /players/r/robintr01.html, /players/s/scottal01.html, /players/w/westppa01.html"
"18","POR","/players/a/anderki01.html, /players/b/brewero01.html, /players/d/dunntr01.html, /players/g/grossbo01.html, /players/h/hollili01.html, /players/j/johnscl01.html, /players/l/lucasma01.html, /players/m/mcmilji01.html, /players/n/nealll01.html, /players/o/owensto01.html, /players/s/smithwi02.html, /players/s/steella01.html, /players/t/terreir01.html, /players/t/thompmy01.html, /players/t/twardda01.html"
"19","SAS","/players/b/bristal01.html, /players/d/dampilo01.html, /players/d/dietrco01.html, /players/g/galemi01.html, /players/g/gervige01.html, /players/g/greenmi01.html, /players/k/kenonla01.html, /players/m/moslegl01.html, /players/o/olberma01.html, /players/p/paultbi01.html, /players/s/sandefr01.html, /players/s/silasja01.html"
"20","SDC","/players/b/bigelbo01.html, /players/f/freewo01.html, /players/k/kunneke01.html, /players/l/lloydsc01.html, /players/n/natersw01.html, /players/n/normaco01.html, /players/o/olivejo01.html, /players/p/pietkst01.html, /players/s/smithra01.html, /players/t/taylobr01.html, /players/w/washike01.html, /players/w/weathni01.html, /players/w/whiteje01.html, /players/w/wickssi01.html, /players/w/willifr01.html"
"21","SEA","/players/a/awtrede01.html, /players/b/brownfr01.html, /players/h/hansela01.html, /players/h/hassejo01.html, /players/j/johnsde01.html, /players/j/johnsjo01.html, /players/l/lagarto01.html, /players/r/robinja01.html, /players/s/sheltlo01.html, /players/s/sikmaja01.html, /players/s/silaspa01.html, /players/s/snydedi01.html, /players/w/walkewa01.html, /players/w/willigu01.html"
"22","WSB","/players/b/ballagr01.html, /players/c/cheniph01.html, /players/c/corzida01.html, /players/d/dandrbo01.html, /players/g/greveke01.html, /players/h/hayesel01.html, /players/h/hendeto01.html, /players/j/johnsch01.html, /players/k/kupchmi01.html, /players/p/pheglro01.html, /players/u/unselwe01.html, /players/w/wrighla01.html"
