"","Tm","roster"
"1","ATL","/players/b/brownjo01.html, /players/d/drewjo01.html, /players/g/gillihe01.html, /players/h/hendeto01.html, /players/h/hudsolo01.html, /players/j/jonesdw01.html, /players/k/kauffbo01.html, /players/l/leecl01.html, /players/m/meminde01.html, /players/s/sojoumi01.html, /players/v/vanarto01.html, /players/w/washiji01.html, /players/w/wetzejo01.html"
"2","BOS","/players/a/ardji01.html, /players/c/chanedo01.html, /players/c/clydebe01.html, /players/c/cowenda01.html, /players/d/downist01.html, /players/f/finkeha01.html, /players/h/hankiph01.html, /players/h/havlijo01.html, /players/m/mcdongl01.html, /players/n/nelsodo01.html, /players/s/silaspa01.html, /players/s/stacoke01.html, /players/w/westppa01.html, /players/w/whitejo01.html"
"3","BUF","/players/c/charlke01.html, /players/d/digreer01.html, /players/h/harribe01.html, /players/h/heardga01.html, /players/m/marinja01.html, /players/m/mcadobo01.html, /players/m/mcmilji01.html, /players/r/ruffnpa01.html, /players/s/schluda01.html, /players/s/smithra01.html, /players/w/washiji01.html, /players/w/weissbo01.html, /players/w/winfile01.html"
"4","CHI","/players/a/adelmri01.html, /players/b/benbole01.html, /players/b/blockjo01.html, /players/b/boerwto01.html, /players/g/garrero01.html, /players/g/guokama02.html, /players/h/hewitbi01.html, /players/j/johnsmi01.html, /players/l/lovebo01.html, /players/s/sloanje01.html, /players/t/thurmna01.html, /players/v/vanlino01.html, /players/w/walkech01.html, /players/w/wilsobo03.html"
"5","CLE","/players/b/breweji01.html, /players/c/carrau01.html, /players/c/choneji01.html, /players/c/cleamji01.html, /players/d/davisdw01.html, /players/f/fostefr01.html, /players/p/pattest01.html, /players/r/russeca02.html, /players/s/smithbi02.html, /players/s/snydedi01.html, /players/w/walkefo01.html, /players/w/wittelu01.html"
"6","DET","/players/a/adamsdo01.html, /players/b/bingda01.html, /players/d/davisji01.html, /players/e/eberhal01.html, /players/f/fordch01.html, /players/l/laniebo01.html, /players/l/ligonbi01.html, /players/m/mengejo01.html, /players/m/moneyer01.html, /players/m/mooreot01.html, /players/n/norwowi01.html, /players/p/porteho01.html, /players/r/rowecu01.html, /players/t/trappge01.html"
"7","GSW","/players/b/barryri01.html, /players/b/beardbu01.html, /players/b/bracest01.html, /players/b/bridgbi01.html, /players/d/dickede01.html, /players/d/dudlech01.html, /players/j/johnsch01.html, /players/j/johnsge02.html, /players/k/kendrfr01.html, /players/m/mullije01.html, /players/r/raycl01.html, /players/s/smithph01.html, /players/w/wilkeja01.html"
"8","HOU","/players/a/abdulza01.html, /players/b/bailegu01.html, /players/h/hawesst01.html, /players/k/kunneke01.html, /players/m/meelycl01.html, /players/m/murphca01.html, /players/n/newlimi01.html, /players/r/ratleed01.html, /players/r/rileyro01.html, /players/t/tomjaru01.html, /players/w/wellsow01.html, /players/w/wohlda01.html"
"9","KCO","/players/a/adelmri01.html, /players/a/architi01.html, /players/b/behagro01.html, /players/d/dantomi01.html, /players/d/durreke01.html, /players/j/johnsol01.html, /players/k/kojisdo01.html, /players/k/kosmale01.html, /players/l/laceysa01.html, /players/m/maydo01.html, /players/m/mcneila01.html, /players/w/walkeji01.html, /players/w/wedmasc01.html, /players/w/willina01.html"
"10","LAL","/players/a/allenlu01.html, /players/b/beatyze01.html, /players/b/bridgbi01.html, /players/c/calhoco01.html, /players/g/goodrga01.html, /players/h/hairsha01.html, /players/h/hawkico01.html, /players/l/lantzst01.html, /players/l/lovest01.html, /players/p/priceji01.html, /players/r/rileypa01.html, /players/r/russeca01.html, /players/s/smithel01.html, /players/w/washike01.html, /players/w/wintebr01.html"
