"","Tm","roster"
"11","HOU","/players/a/anthoca01.html, /players/c/capelca01.html, /players/c/cartemi01.html, /players/c/chiozch01.html, /players/c/chrisma01.html, /players/c/clarkga01.html, /players/e/edwarvi01.html, /players/e/ennisja01.html, /players/f/farieke01.html, /players/g/gordoer01.html, /players/g/greenge01.html, /players/h/hardeja01.html, /players/h/harteis01.html, /players/h/hilarne01.html, /players/h/houseda01.html, /players/j/joneste01.html, /players/k/knighbr03.html, /players/n/nunnaja01.html, /players/p/paulch01.html, /players/q/qizh01.html, /players/r/riverau01.html, /players/s/shumpim01.html, /players/t/tuckepj01.html"
"12","IND","/players/a/anigbik01.html, /players/b/bogdabo02.html, /players/c/collida01.html, /players/e/evansty01.html, /players/h/holidaa01.html, /players/j/johnsal02.html, /players/j/josepco01.html, /players/l/leaftj01.html, /players/m/matthwe02.html, /players/m/mcderdo01.html, /players/o/oquinky01.html, /players/o/oladivi01.html, /players/r/reedda01.html, /players/s/sabondo01.html, /players/s/sumneed01.html, /players/t/turnemy01.html, /players/y/youngth01.html"
"13","LAC","/players/b/beverpa01.html, /players/b/bradlav01.html, /players/c/chandwi01.html, /players/d/delgaan01.html, /players/g/gallida01.html, /players/g/gilgesh01.html, /players/g/gortama01.html, /players/g/greenja01.html, /players/h/harremo01.html, /players/h/harrito02.html, /players/m/marjabo01.html, /players/m/mbahalu01.html, /players/m/motlejo01.html, /players/r/robinje01.html, /players/s/scottmi01.html, /players/s/shamela01.html, /players/t/templga01.html, /players/t/teodomi01.html, /players/t/thornsi01.html, /players/w/wallaty01.html, /players/w/willilo02.html, /players/z/zubaciv01.html"
"14","LAL","/players/b/balllo01.html, /players/b/beaslmi01.html, /players/b/bongais01.html, /players/b/bullore01.html, /players/c/caldwke01.html, /players/c/carusal01.html, /players/c/chandty01.html, /players/h/hartjo01.html, /players/i/ingraan01.html, /players/i/ingrabr01.html, /players/j/jamesle01.html, /players/j/jonesje01.html, /players/k/kuzmaky01.html, /players/m/machasc01.html, /players/m/mcgeeja01.html, /players/m/muscami01.html, /players/m/mykhasv01.html, /players/r/rondora01.html, /players/s/stephla01.html, /players/w/wagnemo01.html, /players/w/willijo04.html, /players/z/zubaciv01.html"
"15","MEM","/players/a/anderky01.html, /players/b/bradlav01.html, /players/b/brookdi01.html, /players/b/brookma01.html, /players/c/cabocbr01.html, /players/c/carteje01.html, /players/c/casspom01.html, /players/c/conlemi01.html, /players/d/dorsety01.html, /players/g/gasolma01.html, /players/g/greenja01.html, /players/h/hannadu01.html, /players/h/harrian01.html, /players/h/holidju01.html, /players/j/jacksja02.html, /players/m/macksh01.html, /players/m/milescj01.html, /players/n/noahjo01.html, /players/p/parsoch01.html, /players/r/rabbiv01.html, /players/s/seldewa01.html, /players/s/stephdj01.html, /players/t/templga01.html, /players/v/valanjo01.html, /players/w/washbju01.html, /players/w/watanyu01.html, /players/w/wrighde01.html, /players/z/zellety01.html"
"16","MIA","/players/a/adebaba01.html, /players/a/anderry01.html, /players/d/dragigo01.html, /players/e/ellinwa01.html, /players/h/hasleud01.html, /players/j/johnsja01.html, /players/j/johnsty01.html, /players/j/jonesde02.html, /players/m/matenya01.html, /players/m/mcgruro01.html, /players/o/olynyke01.html, /players/r/richajo01.html, /players/r/robindu01.html, /players/t/terryem01.html, /players/w/wadedw01.html, /players/w/waitedi01.html, /players/w/whiteha01.html, /players/w/winslju01.html"
"17","MIL","/players/a/antetgi01.html, /players/b/bledser01.html, /players/b/brogdma01.html, /players/b/brownst02.html, /players/c/canaais01.html, /players/c/colsobo01.html, /players/c/connapa01.html, /players/d/dellama01.html, /players/d/divindo01.html, /players/d/duvaltr01.html, /players/f/fraziti01.html, /players/g/gasolpa01.html, /players/h/hensojo01.html, /players/h/hillge01.html, /players/i/ilyaser01.html, /players/l/lopezbr01.html, /players/m/makerth01.html, /players/m/middlkh01.html, /players/m/mirotni01.html, /players/m/morrija01.html, /players/s/smithja02.html, /players/s/snellto01.html, /players/w/wilsodj01.html, /players/w/woodch01.html"
"18","MIN","/players/b/bateske01.html, /players/b/bayleje01.html, /players/b/butleji01.html, /players/c/canaais01.html, /players/c/covinro01.html, /players/c/creekmi01.html, /players/d/denglu01.html, /players/d/dienggo01.html, /players/g/gibsota01.html, /players/j/jonesty01.html, /players/n/nunnaja01.html, /players/o/okogijo01.html, /players/r/reynoca01.html, /players/r/rosede01.html, /players/s/saricda01.html, /players/t/teaguje01.html, /players/t/terreja01.html, /players/t/tollian01.html, /players/t/townska01.html, /players/w/wiggian01.html, /players/w/willicj01.html"
"19","NOP","/players/b/bertada02.html, /players/c/clarkia01.html, /players/d/davisan02.html, /players/d/diallch01.html, /players/f/fraziti01.html, /players/h/harrian01.html, /players/h/hillso01.html, /players/h/holidjr01.html, /players/j/jacksfr01.html, /players/j/johnsst04.html, /players/j/johnswe01.html, /players/m/milleda01.html, /players/m/mirotni01.html, /players/m/mooreet01.html, /players/o/okafoja01.html, /players/p/paytoel01.html, /players/r/randlju01.html, /players/s/smithja02.html, /players/w/willike04.html, /players/w/woodch01.html"
"20","NYK","/players/a/allenka01.html, /players/b/bakerro01.html, /players/b/burketr01.html, /players/d/dotsoda01.html, /players/e/ellenhe01.html, /players/g/garrebi01.html, /players/h/hardati02.html, /players/h/hezonma01.html, /players/h/hicksis01.html, /players/j/jenkijo01.html, /players/j/jordade01.html, /players/k/kanteen01.html, /players/k/knoxke01.html, /players/k/kornelu01.html, /players/l/leeco01.html, /players/m/matthwe02.html, /players/m/mudiaem01.html, /players/n/ntilila01.html, /players/r/robinmi01.html, /players/s/smithde03.html, /players/t/thomala01.html, /players/t/trieral01.html, /players/v/vonleno01.html"
"21","OKC","/players/a/abrinal01.html, /players/a/adamsst01.html, /players/b/burtode02.html, /players/d/davisty01.html, /players/d/diallha01.html, /players/e/evansja01.html, /players/f/feltora01.html, /players/f/fergute01.html, /players/g/georgpa01.html, /players/g/grantje01.html, /players/g/grantdo01.html, /players/l/luwawti01.html, /players/m/morrima02.html, /players/n/naderab01.html, /players/n/noelne01.html, /players/p/pattepa01.html, /players/s/schrode01.html, /players/w/westbru01.html"
"22","ORL","/players/a/augusdj01.html, /players/b/bambamo01.html, /players/b/birchkh01.html, /players/b/briscis01.html, /players/c/cartemi01.html, /players/c/caupatr01.html, /players/f/fournev01.html, /players/f/frazime01.html, /players/g/gordoaa01.html, /players/g/grantje02.html, /players/i/isaacjo01.html, /players/i/iwundwe01.html, /players/j/jeffeam01.html, /players/m/martija01.html, /players/r/rosste01.html, /players/s/simmojo02.html, /players/v/vucevni01.html"
"23","PHI","/players/b/boldejo01.html, /players/b/breweco01.html, /players/b/butleji01.html, /players/c/chandwi01.html, /players/c/covinro01.html, /players/e/embiijo01.html, /players/e/ennisja01.html, /players/f/fultzma01.html, /players/h/harrito02.html, /players/h/highsha01.html, /players/j/jacksde01.html, /players/j/johnsam01.html, /players/k/korkmfu01.html, /players/m/marjabo01.html, /players/m/mccontj01.html, /players/m/miltosh01.html, /players/m/monrogr01.html, /players/m/muscami01.html, /players/p/pattoju01.html, /players/r/redicjj01.html, /players/s/saricda01.html, /players/s/scottmi01.html, /players/s/shamela01.html, /players/s/simmobe01.html, /players/s/simmojo02.html, /players/s/smithzh01.html"
"24","PHO","/players/a/acyqu01.html, /players/a/anderry01.html, /players/a/arizatr01.html, /players/a/aytonde01.html, /players/b/bendedr01.html, /players/b/bookede01.html, /players/b/bridgmi01.html, /players/c/canaais01.html, /players/c/chandty01.html, /players/c/crawfja01.html, /players/d/danietr01.html, /players/e/evansja01.html, /players/f/fredeji01.html, /players/h/holmeri01.html, /players/j/jacksjo02.html, /players/j/johnsty01.html, /players/k/kingge03.html, /players/m/meltode01.html, /players/m/moreler01.html, /players/o/okoboel01.html, /players/o/oubreke01.html, /players/s/spaldra01.html, /players/t/terryem01.html, /players/w/warretj01.html"
"25","POR","/players/a/aminual01.html, /players/b/baldwwa01.html, /players/c/colliza01.html, /players/c/curryse01.html, /players/h/harklma01.html, /players/h/hoodro01.html, /players/k/kanteen01.html, /players/l/labissk01.html, /players/l/laymaja01.html, /players/l/leoname01.html, /players/l/lillada01.html, /players/m/mccolcj01.html, /players/n/nurkiju01.html, /players/s/simonan01.html, /players/s/stausni01.html, /players/s/swanica01.html, /players/t/trentga02.html, /players/t/turneev01.html"
"26","SAC","/players/b/baglema01.html, /players/b/barneha02.html, /players/b/bjeline01.html, /players/b/bogdabo01.html, /players/b/breweco01.html, /players/b/burksal01.html, /players/c/caulewi01.html, /players/f/ferreyo01.html, /players/f/foxde01.html, /players/g/gilesha01.html, /players/h/hieldbu01.html, /players/j/jacksju01.html, /players/j/johnsbj01.html, /players/k/koufoko01.html, /players/l/labissk01.html, /players/m/masonfr01.html, /players/m/mclembe01.html, /players/s/shumpim01.html, /players/s/swanica01.html, /players/w/willitr02.html"
"27","SAS","/players/a/aldrila01.html, /players/b/belinma01.html, /players/b/bertada01.html, /players/c/cunnida01.html, /players/d/derozde01.html, /players/e/eubandr01.html, /players/f/forbebr01.html, /players/g/gasolpa01.html, /players/g/gayru01.html, /players/m/metuch01.html, /players/m/millspa02.html, /players/m/motiedo01.html, /players/p/poeltja01.html, /players/p/pondequ01.html, /players/w/walkelo01.html, /players/w/whitede01.html"
"28","TOR","/players/a/anunoog01.html, /players/b/bouchch01.html, /players/b/brownlo01.html, /players/g/gasolma01.html, /players/g/greenda02.html, /players/i/ibakase01.html, /players/l/leonaka01.html, /players/l/linje01.html, /players/l/lowryky01.html, /players/l/loydjo01.html, /players/m/mccawpa01.html, /players/m/meeksjo01.html, /players/m/milescj01.html, /players/m/millema01.html, /players/m/monrogr01.html, /players/m/moreler01.html, /players/p/powelno01.html, /players/r/richama01.html, /players/s/siakapa01.html, /players/v/valanjo01.html, /players/v/vanvlfr01.html, /players/w/wrighde01.html"
"29","UTA","/players/a/allengr01.html, /players/b/bradlto01.html, /players/b/burksal01.html, /players/c/cavanty01.html, /players/c/crowdja01.html, /players/e/exumda01.html, /players/f/favorde01.html, /players/g/goberru01.html, /players/i/inglejo01.html, /players/k/korveky01.html, /players/m/mitchdo01.html, /players/m/mitrona01.html, /players/n/netora01.html, /players/n/niangge01.html, /players/o/onealro01.html, /players/r/rubiori01.html, /players/s/sefolth01.html, /players/u/udohek01.html"
"30","WAS","/players/a/arizatr01.html, /players/b/bakerro01.html, /players/b/bealbr01.html, /players/b/browntr01.html, /players/b/bryanth01.html, /players/d/dekkesa01.html, /players/g/greenje02.html, /players/h/howardw01.html, /players/j/jenkijo01.html, /players/j/johnswe01.html, /players/m/mahinia01.html, /players/m/mcraejo01.html, /players/m/morrima02.html, /players/o/oubreke01.html, /players/p/parkeja01.html, /players/p/paytoga02.html, /players/p/porteot01.html, /players/p/portibo01.html, /players/r/randlch01.html, /players/r/riverau01.html, /players/r/robinde01.html, /players/s/satorto01.html, /players/s/smithja02.html, /players/w/walljo01.html, /players/w/whiteok01.html"
