"","Tm","roster"
"1","ATL","/players/a/andergr01.html, /players/b/barrydr01.html, /players/b/blaylmo01.html, /players/b/brownch01.html, /players/c/corbity01.html, /players/c/crawfch01.html, /players/g/grayed01.html, /players/h/hendeal01.html, /players/l/laettch01.html, /players/l/livinra01.html, /players/m/millean01.html, /players/m/mutomdi01.html, /players/o/olivebr01.html, /players/r/recasel01.html, /players/s/smithst01.html, /players/w/whitedo01.html"
"2","BOS","/players/a/anderke01.html, /players/b/barroda01.html, /players/b/billuch01.html, /players/b/bowenbr01.html, /players/b/brownde01.html, /players/d/declean01.html, /players/e/edneyty01.html, /players/e/ellispe01.html, /players/h/hansore01.html, /players/j/jonesdo01.html, /players/k/knightr01.html, /players/m/mccarwa01.html, /players/m/mercero01.html, /players/m/minorgr01.html, /players/r/rogerro02.html, /players/t/tabakza01.html, /players/t/thomajo02.html, /players/w/walkean02.html"
"3","CHH","/players/a/armstbj01.html, /players/b/beckco01.html, /players/b/boguemu01.html, /players/c/curryde01.html, /players/d/delkto01.html, /players/d/divacvl01.html, /players/f/farmeto01.html, /players/g/geigema01.html, /players/g/grayeje01.html, /players/m/masonan01.html, /players/m/maxweve01.html, /players/m/mcdonmi01.html, /players/p/phillbo01.html, /players/r/reidjr01.html, /players/r/ricegl01.html, /players/r/royaldo01.html, /players/w/wesleda01.html, /players/w/willitr01.html"
"4","CHI","/players/b/boothke01.html, /players/b/brownra02.html, /players/b/buechju01.html, /players/b/burresc01.html, /players/c/caffeja01.html, /players/h/harpero01.html, /players/j/jordami01.html, /players/k/kerrst01.html, /players/k/kleinjo01.html, /players/k/kukocto01.html, /players/l/larueru01.html, /players/l/longllu01.html, /players/p/pippesc01.html, /players/r/rodmade01.html, /players/s/simpkdi01.html, /players/v/vaughda02.html, /players/w/wennibi01.html"
"5","CLE","/players/a/anderde01.html, /players/b/brooksc01.html, /players/b/butlemi02.html, /players/d/dumasto01.html, /players/f/ferryda01.html, /players/g/grahagr01.html, /players/h/hendece02.html, /players/i/ilgauzy01.html, /players/j/jameshe01.html, /players/k/kempsh01.html, /players/k/knighbr01.html, /players/p/persowe01.html, /players/p/potapvi01.html, /players/s/scottsh01.html, /players/s/surabo01.html, /players/t/thomaca01.html"
"6","DAL","/players/a/anstech01.html, /players/b/bradlsh01.html, /players/c/caldwad01.html, /players/c/cebalce01.html, /players/d/davishu01.html, /players/f/finlemi01.html, /players/g/greenac01.html, /players/m/muursma01.html, /players/o/ollieke01.html, /players/p/packro01.html, /players/r/reevekh01.html, /players/r/respesh01.html, /players/r/rileyer01.html, /players/s/scottde01.html, /players/s/stricer01.html, /players/t/thomaku01.html, /players/w/walkesa01.html, /players/w/wellsbu01.html"
"7","DEN","/players/a/alexaco01.html, /players/b/battito01.html, /players/e/ellisha01.html, /players/e/ellisla01.html, /players/f/fortsda01.html, /players/g/garrede01.html, /players/g/garriki01.html, /players/g/goldwan01.html, /players/j/jacksbo01.html, /players/l/laudepr01.html, /players/n/newmajo01.html, /players/s/stithbr01.html, /players/w/washier01.html, /players/w/willier01.html, /players/w/wolfjo01.html, /players/z/zidekge01.html"
"8","DET","/players/d/delebi01.html, /players/d/dumarjo01.html, /players/h/hensost01.html, /players/h/hillgr01.html, /players/h/hunteli01.html, /players/l/longgr01.html, /players/m/mahorri01.html, /players/m/mckieaa01.html, /players/m/montrer01.html, /players/o/obannch01.html, /players/p/pollasc01.html, /players/r/ratlith01.html, /players/r/reiddo01.html, /players/s/sealyma01.html, /players/s/stackje01.html, /players/w/willije01.html"
"9","GSW","/players/a/armstbj01.html, /players/b/boguemu01.html, /players/c/caffeja01.html, /players/c/colesbi01.html, /players/d/dampier01.html, /players/d/delkto01.html, /players/f/ferredu01.html, /players/f/foylead01.html, /players/f/fulleto02.html, /players/g/grayeje01.html, /players/j/jacksji01.html, /players/m/madkige01.html, /players/m/marshdo01.html, /players/s/shawbr01.html, /players/s/simpkdi01.html, /players/s/smithjo02.html, /players/s/spencfe01.html, /players/s/sprewla01.html, /players/t/thomaca01.html, /players/v/vaughda02.html, /players/w/weathcl01.html, /players/w/willibr01.html"
"10","HOU","/players/b/barklch01.html, /players/b/bullama01.html, /players/d/davisem01.html, /players/d/drexlcl01.html, /players/e/eliema01.html, /players/h/harriot01.html, /players/j/johnsed03.html, /players/j/jonesch01.html, /players/m/malonma01.html, /players/o/olajuha01.html, /players/p/pricebr01.html, /players/r/rhodero01.html, /players/s/stephjo01.html, /players/w/willike02.html"
