"","Tm","roster"
"1","ATL","/players/a/abdursh01.html, /players/b/benjaco01.html, /players/c/crawfch01.html, /players/d/davisem01.html, /players/d/dickada01.html, /players/g/glovedi01.html, /players/h/hamda01.html, /players/h/harvean01.html, /players/h/hendeal01.html, /players/j/jacksje01.html, /players/m/malonma01.html, /players/m/mccasam01.html, /players/m/mohamna01.html, /players/m/mooremi01.html, /players/n/newblir01.html, /players/r/ratlith01.html, /players/r/robingl01.html, /players/s/shirlpa01.html, /players/t/terryja01.html, /players/w/wilksmi01.html, /players/w/willibr01.html"
"2","BOS","/players/b/bakervi01.html, /players/b/battito01.html, /players/b/blounma01.html, /players/b/bremejr01.html, /players/b/brownke01.html, /players/b/bryanma01.html, /players/c/colesbi01.html, /players/d/delkto01.html, /players/l/longgr01.html, /players/m/mccarwa01.html, /players/m/mooremi01.html, /players/p/piercpa01.html, /players/s/sundobr01.html, /players/w/walkean02.html, /players/w/willier01.html, /players/w/willish01.html, /players/w/wolkoru01.html"
"3","CHI","/players/b/bagarda01.html, /players/b/baxtelo01.html, /players/b/blounco01.html, /players/b/brunsri01.html, /players/c/chandty01.html, /players/c/crawfja01.html, /players/c/curryed01.html, /players/f/fizerma01.html, /players/h/hassetr01.html, /players/h/hoibefr01.html, /players/m/marshdo01.html, /players/m/masonro01.html, /players/r/robined01.html, /players/r/roseja01.html, /players/w/willija03.html"
"4","CLE","/players/b/boozeca01.html, /players/b/brownti01.html, /players/c/colesbi01.html, /players/d/davisri01.html, /players/d/diopde01.html, /players/h/hillty01.html, /players/i/ilgauzy01.html, /players/j/jonesju01.html, /players/m/mihmch01.html, /players/m/milesda01.html, /players/p/palacmi01.html, /players/p/parkesm01.html, /players/s/stewami01.html, /players/w/wagneda02.html"
"5","DAL","/players/a/abdulta01.html, /players/b/bellra01.html, /players/b/bradlsh01.html, /players/e/eschmev01.html, /players/f/finlemi01.html, /players/g/griffad01.html, /players/h/harriad01.html, /players/j/johnsav01.html, /players/j/jonespo01.html, /players/l/lafrera01.html, /players/n/najered01.html, /players/n/nashst01.html, /players/n/nowitdi01.html, /players/r/rigauan01.html, /players/s/stricma01.html, /players/v/vanexni01.html, /players/w/williwa02.html"
"6","DEN","/players/a/anderch01.html, /players/b/blounma01.html, /players/b/bowenry01.html, /players/b/brownde02.html, /players/b/bryanma01.html, /players/c/cambyma01.html, /players/c/crottjo01.html, /players/h/harriad01.html, /players/h/harriju01.html, /players/h/harvedo01.html, /players/h/hilarne01.html, /players/h/howarju01.html, /players/p/poseyja01.html, /players/s/satteke01.html, /players/s/savovpr01.html, /players/t/trepaje01.html, /players/t/tskitni01.html, /players/w/whitero02.html, /players/w/whitnch01.html, /players/w/willish01.html, /players/y/yarbrvi01.html"
"7","DET","/players/a/atkinch01.html, /players/b/barryjo01.html, /players/b/billuch01.html, /players/c/currymi01.html, /players/d/davishu01.html, /players/h/hamilri01.html, /players/m/mannida01.html, /players/o/okurme01.html, /players/p/princta01.html, /players/r/rebraze01.html, /players/r/reiddo01.html, /players/r/robincl02.html, /players/s/sanchpe01.html, /players/w/wallabe01.html, /players/w/willico02.html"
"8","GSW","/players/a/arenagi01.html, /players/b/boykiea01.html, /players/d/dampier01.html, /players/d/dunlemi02.html, /players/f/fortsda01.html, /players/f/foylead01.html, /players/g/guytoaj01.html, /players/j/jamisan01.html, /players/m/millsch01.html, /players/m/murphtr01.html, /players/o/olivede01.html, /players/r/richaja01.html, /players/r/ruckegu01.html, /players/s/surabo01.html, /players/t/torreos01.html, /players/w/welscji01.html"
"9","HOU","/players/c/catoke01.html, /players/c/collija02.html, /players/f/francst01.html, /players/g/griffed01.html, /players/h/hawkiju01.html, /players/m/maddoti01.html, /players/m/mingya01.html, /players/m/moblecu01.html, /players/m/morrite01.html, /players/n/nachbbo01.html, /players/n/norrimo01.html, /players/p/poseyja01.html, /players/r/ricegl01.html, /players/t/tayloma01.html, /players/t/thomake01.html"
"10","IND","/players/b/bendejo01.html, /players/b/breweja01.html, /players/b/brezepr01.html, /players/c/croshau01.html, /players/f/fosteje01.html, /players/h/hardati01.html, /players/h/harrial01.html, /players/j/jonesfr01.html, /players/m/mercero01.html, /players/m/millebr01.html, /players/m/millere01.html, /players/o/onealje01.html, /players/s/stricer01.html, /players/t/tinslja01.html, /players/a/artesro01.html"
