"","Tm","roster"
"1","BLB","/players/b/budkowa01.html, /players/b/byrneto01.html, /players/c/carlsdo01.html, /players/c/corlera01.html, /players/d/dolhojo01.html, /players/h/halbech01.html, /players/h/hassebi01.html, /players/h/hoffmpa01.html, /players/j/jamesge01.html, /players/m/magerno01.html, /players/m/mehendi01.html, /players/m/murrake01.html, /players/o/okeefto01.html, /players/o/ottendo01.html, /players/r/rehfedo01.html, /players/r/rochare01.html, /players/s/sailoke01.html, /players/s/smawlbe01.html, /players/w/walkebr01.html"
"2","BOS","/players/b/boykoha01.html, /players/c/coopech01.html, /players/c/cousybo01.html, /players/d/donhabo01.html, /players/d/duncaan01.html, /players/h/harribo01.html, /players/h/hermskl01.html, /players/h/hertzso01.html, /players/k/kudelfr01.html, /players/l/leedeed01.html, /players/m/macaued01.html, /players/m/mahnkjo01.html, /players/m/mckinbo01.html, /players/m/mehendi01.html, /players/s/sailoke01.html, /players/s/stanced01.html, /players/w/walkebr01.html"
"3","FTW","/players/a/armstcu01.html, /players/b/burriar01.html, /players/c/carpebo01.html, /players/f/foustla01.html, /players/h/hargijo01.html, /players/h/harribo01.html, /players/j/johnsra01.html, /players/k/kerrija01.html, /players/k/kluehdu01.html, /players/m/mehendi01.html, /players/m/murrake01.html, /players/o/oldhajo01.html, /players/o/ottendo01.html, /players/r/riffeji01.html, /players/s/schaufr01.html"
"4","INO","/players/b/barkecl01.html, /players/b/barnhle01.html, /players/b/beardra01.html, /players/b/blevile01.html, /players/g/grozaal01.html, /players/h/halebr01.html, /players/h/hollajo01.html, /players/j/joneswa01.html, /players/l/lavoybo01.html, /players/l/lofgrdo01.html, /players/m/mahnkjo01.html, /players/m/mcmulma01.html, /players/m/mrazoch01.html, /players/s/shaefca01.html, /players/w/walthpa01.html"
"5","MNL","/players/b/beached01.html, /players/f/ferriar01.html, /players/g/grantbu01.html, /players/h/harribo02.html, /players/h/huttojo01.html, /players/j/jarosto01.html, /players/m/martisl01.html, /players/m/mikange01.html, /players/m/mikkeve01.html, /players/o/osheake01.html, /players/p/pollaji01.html"
"6","NYK","/players/b/borylvi01.html, /players/c/cliftna01.html, /players/e/ellefra01.html, /players/g/gallaha01.html, /players/j/jamesge01.html, /players/k/kaftage01.html, /players/l/lavelto01.html, /players/l/lumppra01.html, /players/m/mcguidi01.html, /players/r/rittete01.html, /players/s/simmoco01.html, /players/v/vandeer01.html, /players/z/zasloma01.html"
"7","PHW","/players/a/arizipa01.html, /players/b/bobbne01.html, /players/b/borsaik01.html, /players/c/clossbi01.html, /players/f/fulksjo01.html, /players/g/gardnve01.html, /players/l/livinro01.html, /players/m/mikaned01.html, /players/m/mogusle01.html, /players/p/parhaea01.html, /players/p/phillan01.html, /players/s/senesge01.html"
"8","ROC","/players/c/calhobi01.html, /players/c/colemja01.html, /players/d/daviebo01.html, /players/h/holzmre01.html, /players/j/johnsar01.html, /players/m/mcnamjo01.html, /players/m/mikaned01.html, /players/n/noelpa01.html, /players/r/risenar01.html, /players/s/saulpe01.html, /players/w/wanzebo01.html"
"9","SYR","/players/c/calabge01.html, /players/c/cervial01.html, /players/c/chollle01.html, /players/g/gaborbi01.html, /players/h/hannual01.html, /players/j/jorgeno01.html, /players/l/lofgrdo01.html, /players/m/macknjo01.html, /players/p/petered01.html, /players/r/ratkoge01.html, /players/s/schaydo01.html, /players/s/scolafr01.html, /players/s/seymopa01.html, /players/s/smawlbe01.html"
"10","TRI","/players/b/beached01.html, /players/b/boykoha01.html, /players/b/brianfr01.html, /players/b/byrneto01.html, /players/c/carpebo01.html, /players/c/chrisca01.html, /players/c/corlera01.html, /players/d/dezonha01.html, /players/e/eddledi01.html, /players/g/gaydaed01.html, /players/h/hargijo01.html, /players/h/hermskl01.html, /players/j/jorgeno01.html, /players/l/loganjo01.html, /players/n/nichoja01.html, /players/p/perkiwa01.html, /players/p/petered01.html, /players/s/scherhe01.html, /players/t/todormi01.html, /players/v/vancege01.html"
"11","WSC","/players/b/barteed01.html, /players/b/byrneto01.html, /players/g/gilmuch01.html, /players/h/halbech01.html, /players/k/kudelfr01.html, /players/l/lloydea01.html, /players/m/maughar01.html, /players/m/mckinbo01.html, /players/m/mikaned01.html, /players/n/norlajo01.html, /players/o/okeefdi01.html, /players/o/okeefto01.html, /players/o/ottendo01.html, /players/s/sawyeal01.html, /players/s/schnidi01.html, /players/s/scolafr01.html, /players/s/sharmbi01.html"
