"","Tm","roster"
"1","ATL","/players/a/augmost01.html, /players/b/blaylmo01.html, /players/b/breuera01.html, /players/f/ferredu01.html, /players/f/fostegr01.html, /players/g/grahapa01.html, /players/h/hensost01.html, /players/k/keefead01.html, /players/k/koncajo01.html, /players/m/maystr01.html, /players/r/rasmubl01.html, /players/s/sandeje01.html, /players/s/spencan01.html, /players/s/stivral01.html, /players/w/wileymo01.html, /players/w/wilkido01.html, /players/w/willike02.html"
"2","BOS","/players/a/abdelal01.html, /players/b/baglejo01.html, /players/b/battlke01.html, /players/b/brownde01.html, /players/d/douglsh01.html, /players/f/foxri01.html, /players/g/gamblke01.html, /players/k/kleinjo01.html, /players/k/kofoeba01.html, /players/l/lewisre01.html, /players/m/mcdanxa01.html, /players/m/mchalke01.html, /players/p/parisro01.html, /players/p/pincked01.html, /players/w/webbma01.html, /players/w/willilo01.html, /players/w/wolfjo01.html"
"3","CHH","/players/b/benneto01.html, /players/b/boguemu01.html, /players/c/curryde01.html, /players/g/gattike01.html, /players/g/gillke01.html, /players/g/gminsmi01.html, /players/g/greensi02.html, /players/h/hammoto01.html, /players/j/johnsla02.html, /players/l/lynchke01.html, /players/m/mournal01.html, /players/n/newmajo01.html, /players/r/reidjr01.html, /players/w/willilo01.html, /players/w/wingada01.html"
"4","CHI","/players/a/armstbj01.html, /players/b/blantri01.html, /players/c/cartwbi01.html, /players/c/courtjo01.html, /players/e/englijo01.html, /players/g/grantho01.html, /players/j/jordami01.html, /players/k/kingst01.html, /players/m/mccraro01.html, /players/n/nealyed01.html, /players/p/paxsojo01.html, /players/p/perduwi01.html, /players/p/pippesc01.html, /players/t/tucketr01.html, /players/w/walkeda01.html, /players/w/willico01.html, /players/w/willisc01.html"
"5","CLE","/players/b/battljo01.html, /players/b/brandte01.html, /players/d/daughbr01.html, /players/e/ehlocr01.html, /players/f/ferryda01.html, /players/g/guidija01.html, /players/k/kerrst01.html, /players/l/laneje01.html, /players/n/nancela01.html, /players/p/phillbo01.html, /players/p/pricema01.html, /players/s/sandemi01.html, /players/w/wilkige01.html, /players/w/williho01.html"
"6","DAL","/players/b/bardost01.html, /players/b/bondwa01.html, /players/c/cambrde01.html, /players/c/curcira01.html, /players/d/daviste01.html, /players/h/harpede01.html, /players/h/hodgedo01.html, /players/h/howarbr01.html, /players/i/iuzzomi01.html, /players/j/jacksji01.html, /players/l/legleti01.html, /players/m/mooretr01.html, /players/p/palmewa01.html, /players/r/rooksse01.html, /players/s/smithdo03.html, /players/s/strotla01.html, /players/w/whitera01.html, /players/w/wileymo01.html"
"7","DEN","/players/a/abdulma02.html, /players/b/brookke01.html, /players/e/ellisla01.html, /players/h/hammoto01.html, /players/h/hastisc01.html, /players/l/liberma01.html, /players/l/lichtto01.html, /players/m/maconma01.html, /players/m/mutomdi01.html, /players/p/packro01.html, /players/p/plummga01.html, /players/s/stithbr01.html, /players/w/werdaro01.html, /players/w/willire01.html"
"8","DET","/players/a/aguirma01.html, /players/d/dumarjo01.html, /players/g/glassge01.html, /players/l/laimbbi01.html, /players/m/millste01.html, /players/m/morriis01.html, /players/n/newbeme01.html, /players/p/polynol01.html, /players/r/randama01.html, /players/r/roberal01.html, /players/r/rodmade01.html, /players/r/rulanje01.html, /players/t/thomais01.html, /players/w/walkeda01.html, /players/w/woolror01.html, /players/y/youngda01.html"
"9","GSW","/players/a/alexavi01.html, /players/b/buechju01.html, /players/c/courtjo01.html, /players/d/durhapa01.html, /players/g/gatlich01.html, /players/g/grayeje01.html, /players/h/hardati01.html, /players/h/higgise01.html, /players/h/hillty01.html, /players/h/houstby01.html, /players/j/jennike01.html, /players/l/listeal01.html, /players/m/marcisa01.html, /players/m/mullich01.html, /players/n/nealyed01.html, /players/o/owensbi01.html, /players/p/presspa01.html, /players/s/spencan01.html, /players/s/sprewla01.html, /players/s/steveba01.html"
"10","HOU","/players/a/acresma01.html, /players/b/brooksc01.html, /players/b/bullama01.html, /players/f/floydsl01.html, /players/g/garlawi01.html, /players/h/herreca01.html, /players/h/horryro01.html, /players/m/maxweve01.html, /players/o/olajuha01.html, /players/r/rollitr01.html, /players/s/smithke01.html, /players/t/teaglte01.html, /players/t/thorpot01.html, /players/w/winchke01.html"
