"","Tm","roster"
"1","ATL","/players/b/bellawa01.html, /players/b/bracest01.html, /players/b/brownjo01.html, /players/g/gillihe01.html, /players/h/hudsolo01.html, /players/i/ingelto01.html, /players/j/jonesdw01.html, /players/m/maravpe01.html, /players/s/schluda01.html, /players/t/tschojo01.html, /players/w/washiji01.html, /players/w/wetzejo01.html"
"2","BOS","/players/c/chanedo01.html, /players/c/cowenda01.html, /players/d/downist01.html, /players/f/finkeha01.html, /players/h/hankiph01.html, /players/h/havlijo01.html, /players/k/kuberst01.html, /players/n/nelsodo01.html, /players/s/silaspa01.html, /players/w/westppa01.html, /players/w/whitejo01.html, /players/w/williar01.html"
"3","BUF","/players/c/charlke01.html, /players/d/digreer01.html, /players/g/garviji01.html, /players/g/guokama02.html, /players/h/heardga01.html, /players/k/kauffbo01.html, /players/k/kunneke01.html, /players/m/macalmi01.html, /players/m/marinja01.html, /players/m/mcadobo01.html, /players/m/mcmilji01.html, /players/r/ruffnpa01.html, /players/s/smithra01.html, /players/w/winfile01.html, /players/w/wohlda01.html"
"4","CAP","/players/c/cheniph01.html, /players/c/clarkar01.html, /players/h/hayesel01.html, /players/k/kozelto01.html, /players/l/leaksma01.html, /players/n/nelsolo01.html, /players/p/patteto01.html, /players/p/porteke01.html, /players/r/rinalri01.html, /players/r/riordmi01.html, /players/s/stallda01.html, /players/u/unselwe01.html, /players/w/weathni01.html, /players/w/weslewa01.html"
"5","CHI","/players/a/adelmri01.html, /players/a/awtrede01.html, /players/b/boerwto01.html, /players/g/garrero01.html, /players/h/hummejo01.html, /players/l/lovebo01.html, /players/p/porteho01.html, /players/r/raycl01.html, /players/s/sloanje01.html, /players/v/vanlino01.html, /players/w/walkech01.html, /players/w/weissbo01.html"
"6","CLE","/players/b/breweji01.html, /players/c/carrau01.html, /players/c/cleamji01.html, /players/c/clemeba01.html, /players/d/davisdw01.html, /players/f/fostefr01.html, /players/p/pattest01.html, /players/r/rulebo01.html, /players/s/smithbi02.html, /players/w/warneco01.html, /players/w/warrejo01.html, /players/w/wilkele01.html, /players/w/wittelu01.html"
"7","DET","/players/a/adamsdo01.html, /players/b/bingda01.html, /players/d/davisji01.html, /players/f/fordch01.html, /players/k/kelsobe01.html, /players/l/laniebo01.html, /players/l/lantzst01.html, /players/m/mengejo01.html, /players/n/nashbo01.html, /players/n/norwowi01.html, /players/r/rowecu01.html, /players/t/trappge01.html"
"8","GSW","/players/b/barneji02.html, /players/b/barryri01.html, /players/b/beardbu01.html, /players/d/dickede01.html, /players/e/ellisjo01.html, /players/j/johnsch01.html, /players/j/johnsge02.html, /players/l/leecl01.html, /players/m/mullije01.html, /players/r/russeca01.html, /players/t/thurmna01.html"
"9","HOU","/players/a/abdulza01.html, /players/c/colemec01.html, /players/g/guokama02.html, /players/j/johnsge01.html, /players/k/kunneke01.html, /players/m/marinja01.html, /players/m/mccrapa01.html, /players/m/mckenst01.html, /players/m/meelycl01.html, /players/m/mooreot01.html, /players/m/murphca01.html, /players/n/newlimi01.html, /players/r/ratleed01.html, /players/r/rileyro01.html, /players/t/tomjaru01.html, /players/w/walkeji01.html, /players/w/wohlda01.html"
"10","KCO","/players/a/architi01.html, /players/b/behagro01.html, /players/b/blockjo01.html, /players/d/dantomi01.html, /players/d/durreke01.html, /players/g/guokama02.html, /players/k/kojisdo01.html, /players/k/komivho01.html, /players/l/laceysa01.html, /players/m/manakte01.html, /players/m/mcneila01.html, /players/m/mooreot01.html, /players/r/ratlimi01.html, /players/r/rileyro01.html, /players/t/thigpju01.html, /players/w/walkeji01.html, /players/w/willina01.html"
"11","LAL","/players/b/bridgbi01.html, /players/c/countme01.html, /players/g/goodrga01.html, /players/g/granttr01.html, /players/h/hairsha01.html, /players/h/hawkico01.html, /players/h/hawthna01.html, /players/l/lovest01.html, /players/p/priceji01.html, /players/r/rileypa01.html, /players/s/smithel01.html, /players/w/washike01.html, /players/w/westje01.html"
"12","MIL","/players/a/abdulka01.html, /players/a/allenlu01.html, /players/c/cunnidi01.html, /players/d/dandrbo01.html, /players/d/davismi02.html, /players/d/driscte01.html, /players/g/garredi01.html, /players/l/leeru01.html, /players/m/mcglojo01.html, /players/p/perrycu01.html, /players/r/roberos01.html, /players/t/terrych01.html, /players/w/warneco01.html, /players/w/williro01.html"
"13","NYK","/players/b/barnedi01.html, /players/b/bellde01.html, /players/b/bibbyhe01.html, /players/b/bradlbi01.html, /players/d/davisme01.html, /players/d/debusda01.html, /players/f/fraziwa01.html, /players/g/garredi01.html, /players/g/gianejo01.html, /players/j/jacksph01.html, /players/l/lucasje01.html, /players/m/mcguial02.html, /players/m/meminde01.html, /players/m/monroea01.html, /players/r/reedwi01.html, /players/r/rikerto01.html, /players/w/wingoha01.html"
"14","PHI","/players/b/boydfr01.html, /players/b/bristal01.html, /players/c/cannola01.html, /players/c/cartefr01.html, /players/c/collido01.html, /players/e/ellisle01.html, /players/f/freemro01.html, /players/j/jonesla01.html, /players/k/kimbato01.html, /players/m/maydo01.html, /players/m/mixst01.html, /players/r/rackllu01.html, /players/v/vanarto01.html"
"15","PHO","/players/b/bantomi01.html, /players/c/calhoco01.html, /players/c/chambbi01.html, /players/c/chrisbo01.html, /players/e/erickke01.html, /players/g/greenla01.html, /players/h/haskicl01.html, /players/h/hawkico01.html, /players/m/melchga01.html, /players/o/owensji01.html, /players/r/reavejo01.html, /players/s/scottch01.html, /players/v/vanardi01.html, /players/w/walkne01.html"
"16","POR","/players/d/davisch01.html, /players/f/fryerbe01.html, /players/j/johnsjo01.html, /players/j/johnsol01.html, /players/l/laytomo01.html, /players/m/martila01.html, /players/n/nealll01.html, /players/p/petrige01.html, /players/r/roberri01.html, /players/s/siblema01.html, /players/s/smithgr01.html, /players/s/steella01.html, /players/v/vergabo01.html, /players/w/wickssi01.html"
"17","SEA","/players/b/briskjo01.html, /players/b/brownfr01.html, /players/f/foxji01.html, /players/g/gibbsdi01.html, /players/h/haywosp01.html, /players/a/abdulma01.html, /players/h/hummejo01.html, /players/m/marshve01.html, /players/m/mcdanji01.html, /players/m/mcintke01.html, /players/s/snydedi01.html, /players/s/stallbu01.html, /players/w/wattssl01.html, /players/w/willimi01.html"
