"","Tm","roster"
"11","LAC","/players/b/benjabe01.html, /players/b/bridgju01.html, /players/b/bryanwa01.html, /players/c/cagemi01.html, /players/c/crossje01.html, /players/d/donalja01.html, /players/e/edwarfr01.html, /players/g/gordola01.html, /players/j/johnsma01.html, /players/j/jonesoz01.html, /players/m/maxwece01.html, /players/m/murphja01.html, /players/n/nimphku01.html, /players/n/nixonno01.html, /players/s/smithde02.html, /players/t/thomaji01.html, /players/v/valenda01.html, /players/w/whitero01.html, /players/w/wilkeja01.html"
"12","LAL","/players/a/abdulka01.html, /players/c/coopemi01.html, /players/g/greenac01.html, /players/g/gudmupe01.html, /players/h/hendeje01.html, /players/j/johnsma02.html, /players/k/kupchmi01.html, /players/l/lestero01.html, /players/l/lucasma01.html, /players/m/mcgeemi01.html, /players/n/nevitch01.html, /players/r/rambiku01.html, /players/s/scottby01.html, /players/s/sprigla01.html, /players/w/worthja01.html"
"13","MIL","/players/b/breuera01.html, /players/c/cummite01.html, /players/d/davisch02.html, /players/f/fieldke01.html, /players/g/glennmi01.html, /players/h/hodgecr01.html, /players/j/jonesea01.html, /players/l/lampje01.html, /players/l/listeal01.html, /players/m/mokespa01.html, /players/m/moncrsi01.html, /players/p/piercri01.html, /players/p/presspa01.html, /players/r/reynoje01.html, /players/r/rowlade01.html, /players/w/warribr01.html"
"14","NJN","/players/b/birdsot01.html, /players/c/cattabo01.html, /players/c/cookda01.html, /players/d/dawkida01.html, /players/g/gminsmi01.html, /players/h/higgiro01.html, /players/j/johnsmi01.html, /players/j/josepyv01.html, /players/k/kingal01.html, /players/o/okoremi01.html, /players/r/ranseke01.html, /players/r/richami01.html, /players/t/turneje01.html, /players/w/willibu01.html, /players/w/willira01.html"
"15","NYK","/players/b/baileja01.html, /players/b/bannike01.html, /players/c/cartebu01.html, /players/c/cartwbi01.html, /players/c/cofiefr01.html, /players/c/cummipa01.html, /players/e/ewingpa01.html, /players/g/greenke01.html, /players/g/grunfer01.html, /players/m/mcneach01.html, /players/o/orrlo01.html, /players/s/sparrro01.html, /players/t/thornbo01.html, /players/t/tucketr01.html, /players/w/walkeda01.html, /players/w/wilkige01.html"
"16","PHI","/players/b/barklch01.html, /players/c/cartebu01.html, /players/c/catlete01.html, /players/c/cheekma01.html, /players/e/ervinju01.html, /players/g/greenke02.html, /players/j/johnscl01.html, /players/j/jonesbo01.html, /players/m/malonmo01.html, /players/m/mcadobo01.html, /players/m/mosspe01.html, /players/s/stokegr01.html, /players/t/thomppa01.html, /players/t/threase01.html, /players/t/toneyan01.html, /players/w/wintevo01.html, /players/w/woodle01.html, /players/y/youngmi01.html"
"17","PHO","/players/a/adamsal01.html, /players/d/daviswa03.html, /players/d/durrade01.html, /players/e/edwarja01.html, /players/f/fostero01.html, /players/g/gloucge01.html, /players/h/holtomi01.html, /players/h/humphja01.html, /players/j/jonesch02.html, /players/n/nancela01.html, /players/p/pincked01.html, /players/p/pittmch01.html, /players/r/robeyri01.html, /players/s/sandemi01.html, /players/t/thompbe01.html, /players/t/toneyse01.html, /players/v/vanosni01.html"
"18","POR","/players/b/bowiesa01.html, /players/c/carrke01.html, /players/c/coltest01.html, /players/d/drexlcl01.html, /players/j/johnske01.html, /players/j/jonesca01.html, /players/k/kerseje01.html, /players/m/martibr01.html, /players/p/paxsoji02.html, /players/p/portete01.html, /players/t/thompmy01.html, /players/v/valenda01.html, /players/v/vandeki01.html"
"19","SAC","/players/a/adamsmi01.html, /players/b/bratzmi01.html, /players/c/cookeda01.html, /players/d/drewla01.html, /players/h/henryca01.html, /players/j/johnsed03.html, /players/k/kelleri01.html, /players/k/kleinjo01.html, /players/o/olberma01.html, /players/t/theusre01.html, /players/t/thompla01.html, /players/t/thorpot01.html, /players/t/tylerte01.html, /players/w/woodsmi01.html"
"20","SAS","/players/b/brittmi01.html, /players/c/cookje01.html, /players/c/corbity01.html, /players/g/gilmoar01.html, /players/g/greenda01.html, /players/h/higgiro01.html, /players/h/hugheri01.html, /players/i/iavarma01.html, /players/j/johnsst03.html, /players/l/lampje01.html, /players/m/matthwe01.html, /players/m/mitchmi01.html, /players/m/moorejo01.html, /players/r/roberal01.html, /players/s/sundvjo01.html, /players/w/whatlen01.html, /players/w/wilkije01.html, /players/w/willira01.html"
"21","SEA","/players/b/brickfr01.html, /players/c/chambto01.html, /players/h/hendege01.html, /players/h/higgiro01.html, /players/j/johnsge02.html, /players/m/martibr01.html, /players/m/mccorti01.html, /players/m/mcdanxa01.html, /players/p/phelpmi01.html, /players/p/popeda01.html, /players/s/sikmaja01.html, /players/s/soberri01.html, /players/s/stivral01.html, /players/v/vraneda01.html, /players/w/woodal01.html, /players/y/youngda01.html"
"22","UTA","/players/b/baileth01.html, /players/c/cookje01.html, /players/d/dantlad01.html, /players/e/eatonma01.html, /players/g/greenri01.html, /players/h/hansebo01.html, /players/h/hayesst01.html, /players/i/iavarma01.html, /players/m/malonka01.html, /players/m/mannipa01.html, /players/r/roberfr01.html, /players/s/scurrca01.html, /players/s/stockjo01.html, /players/w/wilkije01.html"
"23","WSB","/players/b/bolma01.html, /players/b/bradldu01.html, /players/d/dayeda01.html, /players/g/greenke02.html, /players/g/gregocl01.html, /players/j/johnsfr01.html, /players/j/johnsge03.html, /players/j/jonesch01.html, /players/m/malonje01.html, /players/m/mckenke01.html, /players/m/mcmilto01.html, /players/m/mosspe01.html, /players/r/robincl01.html, /players/r/roundda01.html, /players/r/rulanje01.html, /players/w/whatlen01.html, /players/w/willifr01.html, /players/w/willigu01.html, /players/w/woodle01.html"
