"","Tm","roster"
"20","NYK","/players/b/bakerro01.html, /players/b/beaslmi01.html, /players/b/burketr01.html, /players/d/dotsoda01.html, /players/h/hardati02.html, /players/h/hernawi01.html, /players/h/hicksis01.html, /players/j/jackja01.html, /players/k/kanteen01.html, /players/k/kornelu01.html, /players/k/kuzmimi01.html, /players/l/leeco01.html, /players/m/mcderdo01.html, /players/m/mudiaem01.html, /players/n/noahjo01.html, /players/n/ntilila01.html, /players/o/oquinky01.html, /players/p/porzikr01.html, /players/s/sessira01.html, /players/t/thomala01.html, /players/w/willitr02.html"
"21","OKC","/players/a/abrinal01.html, /players/a/adamsst01.html, /players/a/anthoca01.html, /players/b/breweco01.html, /players/c/collini01.html, /players/d/doziepj01.html, /players/f/feltora01.html, /players/f/fergute01.html, /players/g/georgpa01.html, /players/g/grantje01.html, /players/h/hamilda02.html, /players/h/huestjo01.html, /players/j/johnsda04.html, /players/p/pattepa01.html, /players/r/roberan03.html, /players/s/singlky01.html, /players/w/westbru01.html"
"22","ORL","/players/a/afflaar01.html, /players/a/artisja01.html, /players/a/augusdj01.html, /players/b/birchkh01.html, /players/b/biyombi01.html, /players/f/fournev01.html, /players/g/gordoaa01.html, /players/h/hezonma01.html, /players/i/isaacjo01.html, /players/i/iwundwe01.html, /players/m/macksh01.html, /players/p/paynead01.html, /players/p/paytoel01.html, /players/p/purviro01.html, /players/r/rosste01.html, /players/s/simmojo02.html, /players/s/speigma01.html, /players/v/vaughra01.html, /players/v/vucevni01.html"
"23","PHI","/players/a/anderju01.html, /players/b/bayleje01.html, /players/b/belinma01.html, /players/b/booketr01.html, /players/c/covinro01.html, /players/d/drewla02.html, /players/e/embiijo01.html, /players/f/fultzma01.html, /players/h/holmeri01.html, /players/i/ilyaser01.html, /players/j/jacksde01.html, /players/j/johnsam01.html, /players/k/korkmfu01.html, /players/l/luwawti01.html, /players/m/mcadoja01.html, /players/m/mccontj01.html, /players/o/okafoja01.html, /players/p/pulleja01.html, /players/r/redicjj01.html, /players/s/saricda01.html, /players/s/simmobe01.html, /players/s/stausni01.html, /players/y/youngja01.html"
"24","PHO","/players/b/bendedr01.html, /players/b/bledser01.html, /players/b/bookede01.html, /players/c/canaais01.html, /players/c/chandty01.html, /players/c/chrisma01.html, /players/d/danietr01.html, /players/d/dudleja01.html, /players/g/grayjo01.html, /players/h/harrish01.html, /players/h/houseda01.html, /players/j/jacksjo02.html, /players/j/jamesmi02.html, /players/j/jonesde02.html, /players/l/lenal01.html, /players/m/monrogr01.html, /players/p/paytoel01.html, /players/p/peteral01.html, /players/r/reedda01.html, /players/u/ulisty01.html, /players/w/warretj01.html, /players/w/willial03.html"
"25","POR","/players/a/aminual01.html, /players/b/baldwwa01.html, /players/c/colliza01.html, /players/c/connapa01.html, /players/d/davised01.html, /players/h/harklma01.html, /players/l/laymaja01.html, /players/l/leoname01.html, /players/l/lillada01.html, /players/m/mccolcj01.html, /players/n/napiesh01.html, /players/n/nurkiju01.html, /players/p/papagge01.html, /players/s/swanica01.html, /players/t/turneev01.html, /players/v/vonleno01.html"
"26","SAC","/players/b/bogdabo01.html, /players/c/cabocbr01.html, /players/c/cartevi01.html, /players/c/caulewi01.html, /players/c/cooleja01.html, /players/f/foxde01.html, /players/h/hayesni01.html, /players/h/hieldbu01.html, /players/h/hillge01.html, /players/j/jacksju01.html, /players/k/koufoko01.html, /players/l/labissk01.html, /players/m/masonfr01.html, /players/p/papagge01.html, /players/r/randoza01.html, /players/r/richama01.html, /players/s/sampsja02.html, /players/t/templga01.html"
"27","SAS","/players/a/aldrila01.html, /players/a/anderky01.html, /players/b/bertada01.html, /players/c/costema01.html, /players/f/forbebr01.html, /players/g/gasolpa01.html, /players/g/gayru01.html, /players/g/ginobma01.html, /players/g/greenda02.html, /players/h/hillida01.html, /players/l/lauvejo01.html, /players/l/leonaka01.html, /players/m/millspa02.html, /players/m/murrade01.html, /players/p/parketo01.html, /players/p/paulbr01.html, /players/w/whitede01.html"
"28","TOR","/players/a/anunoog01.html, /players/b/brownlo01.html, /players/c/cabocbr01.html, /players/d/derozde01.html, /players/h/hayesni01.html, /players/i/ibakase01.html, /players/l/lowryky01.html, /players/m/mckinal01.html, /players/m/milescj01.html, /players/m/millema01.html, /players/n/noguelu01.html, /players/p/poeltja01.html, /players/p/powelno01.html, /players/r/richama01.html, /players/s/siakapa01.html, /players/v/valanjo01.html, /players/v/vanvlfr01.html, /players/w/wrighde01.html"
"29","UTA","/players/b/bradlto01.html, /players/b/burksal01.html, /players/c/crowdja01.html, /players/e/exumda01.html, /players/f/favorde01.html, /players/g/goberru01.html, /players/h/hoodro01.html, /players/i/inglejo01.html, /players/j/jerebjo01.html, /players/j/johnsjo02.html, /players/m/mccreer01.html, /players/m/mitchdo01.html, /players/m/mitrona01.html, /players/n/netora01.html, /players/n/niangge01.html, /players/o/onealro01.html, /players/r/rubiori01.html, /players/s/sefolth01.html, /players/s/stockda01.html, /players/u/udohek01.html, /players/w/woltena01.html"
"30","WAS","/players/b/bealbr01.html, /players/f/fraziti01.html, /players/g/gortama01.html, /players/m/mahinia01.html, /players/m/mcculch01.html, /players/m/meeksjo01.html, /players/m/morrima02.html, /players/o/oubreke01.html, /players/p/porteot01.html, /players/r/robinde01.html, /players/s/satorto01.html, /players/s/scottmi01.html, /players/s/sessira01.html, /players/s/smithja02.html, /players/w/walljo01.html"
