"","Tm","roster"
"12","LAL","/players/a/abdulka01.html, /players/c/campbto01.html, /players/c/coopemi01.html, /players/g/greenac01.html, /players/j/johnsma02.html, /players/l/lampje01.html, /players/m/matthwe01.html, /players/r/rambiku01.html, /players/s/scottby01.html, /players/s/smrekmi01.html, /players/t/thompbi01.html, /players/t/thompmy01.html, /players/t/tolbera01.html, /players/w/wagnemi01.html, /players/w/worthja01.html"
"13","MIL","/players/b/bradldu01.html, /players/b/breuera01.html, /players/c/cummite01.html, /players/d/davisch02.html, /players/h/henryco01.html, /players/h/hodgecr01.html, /players/h/hoppeda01.html, /players/h/humphja01.html, /players/k/krystla01.html, /players/l/lucasjo01.html, /players/m/mannipa01.html, /players/m/mokespa01.html, /players/m/moncrsi01.html, /players/m/moorean01.html, /players/p/piercri01.html, /players/p/presspa01.html, /players/r/reynoje01.html, /players/s/sikmaja01.html, /players/s/stroejo01.html, /players/w/winslri01.html"
"14","NJN","/players/b/baglejo01.html, /players/b/birdsot01.html, /players/b/bradldu01.html, /players/b/brancad01.html, /players/c/colembe01.html, /players/c/comegda01.html, /players/e/englech01.html, /players/g/gminsmi01.html, /players/h/hinsoro01.html, /players/h/hopsode01.html, /players/m/mccorti01.html, /players/m/mckenke01.html, /players/m/moorejo01.html, /players/o/okoremi01.html, /players/w/walleja01.html, /players/w/washidu01.html, /players/w/washipe01.html, /players/w/willibu01.html, /players/w/wilsori02.html, /players/w/woolror01.html"
"15","NYK","/players/c/carliri01.html, /players/c/cartwbi01.html, /players/c/cummipa01.html, /players/d/donovbi01.html, /players/e/ewingpa01.html, /players/g/greensi02.html, /players/h/hendege01.html, /players/j/jacksma01.html, /players/m/mcneach01.html, /players/n/newmajo01.html, /players/o/orrlo01.html, /players/s/scurrca01.html, /players/s/sparrro01.html, /players/t/thornbo01.html, /players/t/tolbera01.html, /players/t/toneyse01.html, /players/t/tucketr01.html, /players/w/walkeke01.html, /players/w/whiteto01.html, /players/w/wilkige01.html"
"16","PHI","/players/a/askewvi01.html, /players/b/barklch01.html, /players/c/cheekma01.html, /players/c/colembe01.html, /players/c/coltest01.html, /players/g/gminsmi01.html, /players/h/hendeda01.html, /players/h/hendege01.html, /players/h/hinsoro01.html, /players/k/kingal01.html, /players/m/mccorti01.html, /players/m/mcnamma01.html, /players/r/robincl01.html, /players/t/thornbo01.html, /players/t/toneyan01.html, /players/v/vraneda01.html, /players/w/welpch01.html, /players/w/wingada01.html"
"17","PHO","/players/a/adamsal01.html, /players/b/baileja01.html, /players/c/cookje01.html, /players/c/corbity01.html, /players/c/critewi01.html, /players/d/daviswa03.html, /players/e/edwarja01.html, /players/g/gilliar01.html, /players/h/hodgecr01.html, /players/h/hornaje01.html, /players/h/humphja01.html, /players/j/johnsed03.html, /players/j/johnske02.html, /players/m/martibi01.html, /players/m/moorero01.html, /players/n/nancela01.html, /players/s/sandemi01.html, /players/t/thompbe01.html, /players/w/westma01.html"
"18","POR","/players/a/anderri01.html, /players/d/drexlcl01.html, /players/d/duckwke01.html, /players/g/gamblke01.html, /players/h/holtomi01.html, /players/j/johnsst03.html, /players/j/jonesca01.html, /players/j/jonesch02.html, /players/k/kerseje01.html, /players/l/lucasma01.html, /players/m/murphro01.html, /players/p/paxsoji02.html, /players/p/portete01.html, /players/s/sichtje01.html, /players/v/vandeki01.html, /players/w/wilsoni01.html"
"19","SAC","/players/a/arlaujo01.html, /players/e/edwarfr01.html, /players/h/henryco01.html, /players/j/jacksmi02.html, /players/k/kleinjo01.html, /players/m/mcgeemi01.html, /players/n/nesslma01.html, /players/o/oldhaja01.html, /players/p/pincked01.html, /players/p/pressha01.html, /players/s/smithde02.html, /players/s/smithke01.html, /players/t/theusre01.html, /players/t/thompla01.html, /players/t/thorpot01.html, /players/t/tylerte01.html"
"20","SAS","/players/a/andergr01.html, /players/b/berrywa01.html, /players/b/blackna01.html, /players/b/brickfr01.html, /players/d/davisch02.html, /players/d/dawkijo01.html, /players/g/greenda01.html, /players/g/gudmupe01.html, /players/m/mitchmi01.html, /players/m/moorejo01.html, /players/m/myerspe01.html, /players/n/nealyed01.html, /players/n/nimphku01.html, /players/r/rellfri01.html, /players/r/roberal01.html, /players/s/sundvjo01.html, /players/w/wilsori02.html, /players/w/woodle01.html, /players/z/zevenph01.html"
"21","SEA","/players/c/chambto01.html, /players/e/ellisda01.html, /players/j/johnscl01.html, /players/l/listeal01.html, /players/m/mcdanxa01.html, /players/m/mckeyde01.html, /players/m/mcmilna01.html, /players/p/polynol01.html, /players/s/schoeru01.html, /players/t/threase01.html, /players/v/vincesa01.html, /players/w/willike01.html, /players/y/youngda01.html"
"22","UTA","/players/b/baileth01.html, /players/d/dawkida01.html, /players/e/eatonma01.html, /players/g/greenri01.html, /players/g/griffda01.html, /players/h/hansebo01.html, /players/h/hugheed01.html, /players/i/iavarma01.html, /players/k/kofoeba01.html, /players/m/malonka01.html, /players/r/rothsc01.html, /players/s/scurrca01.html, /players/s/stockjo01.html, /players/t/tripuke01.html, /players/t/turpime01.html"
"23","WSB","/players/a/alarima01.html, /players/b/boguemu01.html, /players/b/bolma01.html, /players/c/catlete01.html, /players/c/coltest01.html, /players/j/johnsfr01.html, /players/j/jonesch01.html, /players/k/kingbe01.html, /players/m/malonje01.html, /players/m/malonmo01.html, /players/m/murphja01.html, /players/w/walkeda01.html, /players/w/willijo02.html"
