"","Tm","roster"
"1","ATL","/players/b/brownjo01.html, /players/c/crissch01.html, /players/d/drewjo01.html, /players/f/furlote01.html, /players/g/givenja01.html, /players/h/hawesst01.html, /players/h/hillar01.html, /players/j/johnsed02.html, /players/l/leero01.html, /players/m/mcelrji01.html, /players/m/mcmilto01.html, /players/p/pellosa01.html, /players/r/rollitr01.html, /players/r/roundda01.html, /players/w/wilsori01.html"
"2","BOS","/players/a/architi01.html, /players/b/birdla01.html, /players/c/carrml01.html, /players/c/chanedo01.html, /players/c/cowenda01.html, /players/f/fernser01.html, /players/f/fordch01.html, /players/h/hendege01.html, /players/j/judkije01.html, /players/m/maravpe01.html, /players/m/maxwece01.html, /players/r/robeyri01.html"
"3","CHI","/players/a/awtrede01.html, /players/b/beshode01.html, /players/b/brownro02.html, /players/d/dietrco01.html, /players/g/gilmoar01.html, /players/g/greenda01.html, /players/j/johnsol01.html, /players/j/jonesdw01.html, /players/l/landsma01.html, /players/m/mackol01.html, /players/m/maysc01.html, /players/m/mengejo01.html, /players/s/smithsa02.html, /players/s/soberri01.html, /players/t/theusre01.html"
"4","CLE","/players/c/carrau01.html, /players/c/carrke01.html, /players/f/forddo01.html, /players/f/fraziwa01.html, /players/l/lambejo01.html, /players/l/leebu01.html, /players/m/mitchmi01.html, /players/r/robisda01.html, /players/r/russeca02.html, /players/s/smithbi02.html, /players/s/smithra01.html, /players/s/smithwi02.html, /players/t/tatumea01.html, /players/w/walkefo01.html, /players/w/willobi01.html"
"5","DEN","/players/b/bosweto01.html, /players/e/ellisbo02.html, /players/e/englial01.html, /players/g/garlaga01.html, /players/g/gondrgl01.html, /players/h/hugheki01.html, /players/i/isselda01.html, /players/j/johnsge03.html, /players/k/kramear01.html, /players/m/mcginge01.html, /players/r/roberan01.html, /players/r/rochejo01.html, /players/s/scottch01.html, /players/t/thompda01.html, /players/w/wilkebo01.html"
"6","DET","/players/b/bensoke01.html, /players/d/douglle01.html, /players/d/duerote01.html, /players/e/evansea01.html, /players/h/hamilro01.html, /players/h/hubbaph01.html, /players/k/kelsegr01.html, /players/l/laniebo01.html, /players/l/leero01.html, /players/l/longjo01.html, /players/m/malovst01.html, /players/m/mcadobo01.html, /players/m/mcelrji01.html, /players/m/moneyer01.html, /players/r/robinja01.html, /players/s/shumajo01.html, /players/t/tylerte01.html"
"7","GSW","/players/a/abernto01.html, /players/c/coopewa01.html, /players/c/coughjo01.html, /players/h/hillmda01.html, /players/j/johnsch02.html, /players/l/lucasjo01.html, /players/p/parisro01.html, /players/p/parkeso01.html, /players/r/raycl01.html, /players/s/shortpu01.html, /players/s/smithph01.html, /players/t/townsra01.html, /players/w/whitejo01.html, /players/w/wilsobu01.html"
"8","HOU","/players/b/barryri01.html, /players/b/bradlal01.html, /players/d/dunlemi01.html, /players/h/hendeto01.html, /players/j/jonesdw01.html, /players/j/jonesma01.html, /players/l/leaveal01.html, /players/m/malonmo01.html, /players/m/mokespa01.html, /players/m/murphca01.html, /players/p/paultbi01.html, /players/r/reidro01.html, /players/s/shumajo01.html, /players/t/tomjaru01.html, /players/w/whiteru01.html"
"9","IND","/players/b/bantomi01.html, /players/b/bradldu01.html, /players/c/calhoco01.html, /players/c/cartero01.html, /players/c/cheniph01.html, /players/d/davisbr01.html, /players/d/davisjo01.html, /players/e/edwarja01.html, /players/e/englial01.html, /players/h/hassejo01.html, /players/j/johnscl01.html, /players/j/johnsmi01.html, /players/k/knighbi01.html, /players/k/kuestjo01.html, /players/m/mcginge01.html, /players/z/zenoto01.html"
"10","KCK","/players/b/birdsot01.html, /players/b/burleto01.html, /players/c/crosbte01.html, /players/e/elmorle01.html, /players/f/fordph01.html, /players/g/gerargu01.html, /players/g/greenmi01.html, /players/g/grunfer01.html, /players/k/kingre01.html, /players/l/laceysa01.html, /players/m/mckinbi01.html, /players/r/redmoma01.html, /players/r/robinbi01.html, /players/w/wedmasc01.html"
"11","LAL","/players/a/abdulka01.html, /players/b/boonero01.html, /players/b/byrnema01.html, /players/c/carrke01.html, /players/c/choneji01.html, /players/c/coopemi01.html, /players/f/forddo01.html, /players/h/haywosp01.html, /players/h/hollabr01.html, /players/j/johnsma02.html, /players/l/landsma01.html, /players/l/leebu01.html, /players/m/mackol01.html, /players/n/nixonno01.html, /players/w/wilkeja01.html"
"12","MIL","/players/b/bensoke01.html, /players/b/bridgju01.html, /players/b/bucknqu01.html, /players/c/catchha01.html, /players/c/cummipa01.html, /players/j/johnsma01.html, /players/l/laniebo01.html, /players/m/meyerda01.html, /players/m/moncrsi01.html, /players/w/waltoll01.html, /players/w/washiri01.html, /players/w/wintebr01.html"
"13","NJN","/players/b/basseti01.html, /players/b/boynewi01.html, /players/e/elliobo01.html, /players/j/jacksph01.html, /players/j/johnsge02.html, /players/j/jordaed01.html, /players/k/kelleri01.html, /players/l/lucasma01.html, /players/n/nattca01.html, /players/n/newlimi01.html, /players/p/pheglro01.html, /players/r/robincl01.html, /players/s/simpsra01.html, /players/s/smithro01.html, /players/v/vanbrja01.html, /players/w/willijo01.html"
"14","NYK","/players/c/cartwbi01.html, /players/c/cleamji01.html, /players/c/copelho01.html, /players/d/demicla01.html, /players/g/glennmi01.html, /players/h/hustoge01.html, /players/k/knighto01.html, /players/m/meriwjo01.html, /players/m/monroea01.html, /players/r/richami01.html, /players/w/webstma01.html, /players/w/willira01.html, /players/w/willisl01.html"
"15","PHI","/players/b/bibbyhe01.html, /players/c/cheekma01.html, /players/c/collido01.html, /players/d/dawkida01.html, /players/e/ervinju01.html, /players/h/hollili01.html, /players/j/jonesbo01.html, /players/j/jonesca01.html, /players/m/mixst01.html, /players/m/moneyer01.html, /players/r/richacl01.html, /players/s/skinnal01.html, /players/s/spanaji01.html, /players/t/toonebe01.html"
"16","PHO","/players/a/adamsal01.html, /players/b/bratzmi01.html, /players/b/busedo01.html, /players/c/cookje01.html, /players/d/daviswa03.html, /players/h/heardga01.html, /players/h/highjo01.html, /players/k/kelleri01.html, /players/k/kramejo01.html, /players/r/robintr01.html, /players/s/scottal01.html, /players/w/westppa01.html"
"17","POR","/players/b/batesbi01.html, /players/b/breweji01.html, /players/b/brewero01.html, /players/d/dunntr01.html, /players/g/grossbo01.html, /players/h/hollili01.html, /players/j/jeelaab01.html, /players/k/kunneke01.html, /players/l/lucasma01.html, /players/n/nattca01.html, /players/o/owensto01.html, /players/p/paxsoji02.html, /players/s/steella01.html, /players/t/twardda01.html, /players/w/washike01.html"
"18","SAS","/players/b/basseti01.html, /players/d/davisha01.html, /players/e/evansmi01.html, /players/g/galemi01.html, /players/g/gervige01.html, /players/g/griffpa01.html, /players/k/kenonla01.html, /players/k/kiffiir01.html, /players/n/norrisy01.html, /players/o/olberma01.html, /players/p/paultbi01.html, /players/p/peckwi01.html, /players/r/restake01.html, /players/s/shumajo01.html, /players/s/silasja01.html"
"19","SDC","/players/b/barnema01.html, /players/b/bryanjo01.html, /players/c/carribo01.html, /players/f/freewo01.html, /players/m/malovst01.html, /players/n/natersw01.html, /players/o/olivejo01.html, /players/p/pietkst01.html, /players/s/smithbi02.html, /players/t/taylobr01.html, /players/w/waltobi01.html, /players/w/weathni01.html, /players/w/whiteje01.html, /players/w/wickssi01.html, /players/w/willifr01.html"
"20","SEA","/players/b/baileja01.html, /players/b/brownfr01.html, /players/j/johnsde01.html, /players/j/johnsjo01.html, /players/j/johnsvi01.html, /players/l/lagarto01.html, /players/s/sheltlo01.html, /players/s/sikmaja01.html, /players/s/silaspa01.html, /players/w/walkewa01.html, /players/w/willigu01.html"
