"","Tm","roster"
"1","ATL","/players/a/anticpe01.html, /players/a/ayongu01.html, /players/b/brandel01.html, /players/c/carrode01.html, /players/c/cunnija01.html, /players/h/horfoal01.html, /players/j/jenkijo01.html, /players/k/korveky01.html, /players/m/macksh01.html, /players/m/martica01.html, /players/m/millspa01.html, /players/m/muscami01.html, /players/n/nunnaja01.html, /players/p/pittmde01.html, /players/s/schrode01.html, /players/s/scottmi01.html, /players/t/teaguje01.html, /players/w/willilo02.html"
"2","BOS","/players/a/anthojo01.html, /players/b/babbch01.html, /players/b/bassbr01.html, /players/b/bayleje01.html, /players/b/blueva01.html, /players/b/boganke01.html, /players/b/bradlav01.html, /players/b/brookma01.html, /players/c/crawfjo02.html, /players/f/favervi01.html, /players/g/greenje02.html, /players/h/humphkr01.html, /players/j/johnsch04.html, /players/l/leeco01.html, /players/o/olynyke01.html, /players/p/pressph01.html, /players/r/rondora01.html, /players/s/sullija01.html, /players/w/wallage01.html"
"3","BRK","/players/a/anderal01.html, /players/b/blatcan01.html, /players/c/collija04.html, /players/e/evansre01.html, /players/g/garneke01.html, /players/g/gutiejo01.html, /players/j/johnsjo02.html, /players/k/kirilan01.html, /players/l/livinsh01.html, /players/l/lopezbr01.html, /players/p/piercpa01.html, /players/p/plumlma01.html, /players/s/shengto01.html, /players/t/tayloty01.html, /players/t/teaguma01.html, /players/t/teletmi01.html, /players/t/terryja01.html, /players/t/thornma01.html, /players/w/willide01.html"
"4","CHA","/players/a/adrieje01.html, /players/b/biyombi01.html, /players/d/douglch01.html, /players/g/gordobe01.html, /players/h/hamilju01.html, /players/h/hendege02.html, /players/j/jeffeal01.html, /players/k/kiddgmi01.html, /players/m/mcrobjo01.html, /players/n/nealga01.html, /players/p/pargoja01.html, /players/r/ridnolu01.html, /players/s/sessira01.html, /players/s/southja01.html, /players/t/tayloje03.html, /players/t/tollian01.html, /players/w/walkeke02.html, /players/w/whitedj01.html, /players/z/zelleco01.html"
"5","CHI","/players/a/amundlo01.html, /players/a/augusdj01.html, /players/b/boozeca01.html, /players/b/brewero02.html, /players/b/butleji01.html, /players/d/denglu01.html, /players/d/dunlemi02.html, /players/f/fredeji01.html, /players/g/gibsota01.html, /players/h/hinriki01.html, /players/j/jamesmi01.html, /players/m/martica01.html, /players/m/mohamna01.html, /players/m/murpher01.html, /players/n/noahjo01.html, /players/r/rosede01.html, /players/s/shengto01.html, /players/s/snellto01.html, /players/t/teaguma01.html, /players/v/varnaja01.html"
"6","CLE","/players/b/bennean01.html, /players/b/bynuman01.html, /players/c/clarkea01.html, /players/c/curryse01.html, /players/d/dellama01.html, /players/d/denglu01.html, /players/e/edwarsh01.html, /players/f/felixca01.html, /players/g/geeal01.html, /players/h/hawessp01.html, /players/h/hopsosc01.html, /players/i/irvinky01.html, /players/j/jackja01.html, /players/k/karasse01.html, /players/m/milescj01.html, /players/o/onuakar01.html, /players/s/simshe01.html, /players/t/thomptr01.html, /players/v/varejan01.html, /players/w/waitedi01.html, /players/z/zellety01.html"
"7","DAL","/players/b/blairde01.html, /players/c/caldejo01.html, /players/c/cartevi01.html, /players/c/crowdja01.html, /players/d/dalemsa01.html, /players/e/ellinwa01.html, /players/e/ellismo01.html, /players/h/harride01.html, /players/j/jamesbe01.html, /players/l/larkish01.html, /players/l/ledori01.html, /players/m/mariosh01.html, /players/m/mekelga01.html, /players/n/nowitdi01.html, /players/w/wrighbr03.html"
"8","DEN","/players/a/arthuda01.html, /players/b/brookaa01.html, /players/c/chandwi01.html, /players/f/farieke01.html, /players/f/fournev01.html, /players/f/foyera01.html, /players/h/hamiljo02.html, /players/h/hicksjj01.html, /players/l/lawsoty01.html, /players/m/mcgeeja01.html, /players/m/millean02.html, /players/m/millequ01.html, /players/m/mozgoti01.html, /players/r/randoan01.html, /players/r/robinna01.html, /players/v/veselja01.html"
"9","DET","/players/b/billuch01.html, /players/b/bynumwi01.html, /players/c/caldwke01.html, /players/d/datomlu01.html, /players/d/drumman01.html, /players/h/harrejo01.html, /players/j/jennibr01.html, /players/j/jerebjo01.html, /players/m/mitchto02.html, /players/m/monrogr01.html, /players/s/singlky01.html, /players/s/sivape01.html, /players/s/smithjo03.html, /players/s/stuckro01.html, /players/v/villach01.html"
"10","GSW","/players/a/armsthi01.html, /players/b/barneha02.html, /players/b/bazemke01.html, /players/b/blakest01.html, /players/b/bogutan01.html, /players/b/brookma01.html, /players/c/crawfjo02.html, /players/c/curryst01.html, /players/d/dedmode01.html, /players/d/douglto01.html, /players/g/greendr01.html, /players/i/iguodan01.html, /players/k/kuzmiog01.html, /players/l/leeda02.html, /players/n/nedovne01.html, /players/o/onealje01.html, /players/s/speigma01.html, /players/t/thompkl01.html"
"11","HOU","/players/a/asikom01.html, /players/b/beverpa01.html, /players/b/brewero02.html, /players/b/brookaa01.html, /players/c/canaais01.html, /players/c/casspom01.html, /players/c/covinro01.html, /players/d/danietr01.html, /players/g/garcifr01.html, /players/h/hamiljo02.html, /players/h/hardeja01.html, /players/h/howardw01.html, /players/j/joneste01.html, /players/l/linje01.html, /players/m/motiedo01.html, /players/p/parsoch01.html, /players/p/poweljo01.html, /players/s/smithgr02.html"
"12","IND","/players/a/allenla01.html, /players/b/butlera01.html, /players/b/bynuman01.html, /players/c/copelch01.html, /players/g/georgpa01.html, /players/g/grangda01.html, /players/h/hibbero01.html, /players/h/hillge01.html, /players/h/hillso01.html, /players/j/johnsor01.html, /players/m/mahinia01.html, /players/s/scolalu01.html, /players/s/sloando01.html, /players/s/stephla01.html, /players/t/turneev01.html, /players/w/watsocj01.html, /players/w/westda01.html"
