"","Tm","roster"
"1","ATL","/players/b/batises01.html, /players/b/bozemce01.html, /players/c/childjo01.html, /players/c/claxtsp01.html, /players/f/freijma01.html, /players/i/iveyro01.html, /players/j/johnsan02.html, /players/j/johnsjo02.html, /players/j/jonesso01.html, /players/l/luety01.html, /players/m/medvest01.html, /players/p/pachuza01.html, /players/r/richaje01.html, /players/s/smithjo03.html, /players/s/stoudsa01.html, /players/t/thompdi01.html, /players/w/willima02.html, /players/w/willish02.html, /players/w/wrighlo02.html"
"2","BOS","/players/a/allento01.html, /players/g/gomesry01.html, /players/g/greenge01.html, /players/j/jeffeal01.html, /players/o/olowomi01.html, /players/p/perkike01.html, /players/p/piercpa01.html, /players/p/pinknke01.html, /players/p/powele01.html, /players/r/ratlith01.html, /players/r/rayal01.html, /players/r/rondora01.html, /players/s/scalabr01.html, /players/s/szczewa02.html, /players/t/telfase01.html, /players/w/westde01.html"
"3","CHA","/players/a/anderal01.html, /players/a/anderde01.html, /players/b/brezepr01.html, /players/c/carroma01.html, /players/e/elyme01.html, /players/f/feltora01.html, /players/h/harriot01.html, /players/h/herrmwa01.html, /players/h/holliry01.html, /players/k/knighbr01.html, /players/m/mayse01.html, /players/m/mcinnje01.html, /players/m/morriad01.html, /players/o/okafoem01.html, /players/r/robinbe01.html, /players/v/voskuja01.html, /players/w/wallage01.html, /players/w/willier01.html"
"4","CHI","/players/a/allenma01.html, /players/b/barrean01.html, /players/b/brownpj01.html, /players/d/denglu01.html, /players/d/duhonch01.html, /players/g/gordobe01.html, /players/g/griffad01.html, /players/h/hinriki01.html, /players/k/khryavi01.html, /players/n/nocioan01.html, /players/s/sefolth01.html, /players/s/sweetmi01.html, /players/t/thomaty01.html, /players/w/wallabe01.html"
"5","CLE","/players/b/brownsh01.html, /players/g/gibsoda01.html, /players/g/goodedr01.html, /players/h/hughela01.html, /players/i/ilgauzy01.html, /players/j/jamesle01.html, /players/j/jonesda01.html, /players/j/jonesdw02.html, /players/m/marshdo01.html, /players/n/newblir01.html, /players/p/pavloal01.html, /players/p/pollasc01.html, /players/s/snower01.html, /players/v/varejan01.html, /players/w/wesleda01.html"
"6","DAL","/players/a/agerma01.html, /players/b/bareajo01.html, /players/b/buckngr01.html, /players/c/croshau01.html, /players/d/dampier01.html, /players/d/diopde01.html, /players/g/georgde01.html, /players/h/harride01.html, /players/h/howarjo01.html, /players/m/mbengdj01.html, /players/j/johnsan02.html, /players/m/mensapo01.html, /players/n/nowitdi01.html, /players/s/stackje01.html, /players/t/terryja01.html, /players/w/willike02.html"
"7","DEN","/players/a/anthoca01.html, /players/b/blakest01.html, /players/b/boykiea01.html, /players/c/cambyma01.html, /players/c/cartean01.html, /players/d/diawaya01.html, /players/e/evansre01.html, /players/h/hilarne01.html, /players/h/hodgeju01.html, /players/i/iversal01.html, /players/j/johnsde03.html, /players/k/kleizli01.html, /players/m/martike01.html, /players/m/millean02.html, /players/n/najered01.html, /players/s/sampsja01.html, /players/s/smithjr01.html, /players/s/smithjo02.html"
"8","DET","/players/b/billuch01.html, /players/b/blalowi01.html, /players/d/davisda01.html, /players/d/delfica01.html, /players/d/duprero01.html, /players/h/hamilri01.html, /players/h/hunteli01.html, /players/j/johnsam01.html, /players/m/maxieja01.html, /players/m/mcdyean01.html, /players/m/mohamna01.html, /players/m/murraro01.html, /players/p/princta01.html, /players/w/wallara01.html, /players/w/webbech01.html"
"9","GSW","/players/a/azubuke01.html, /players/b/barnema02.html, /players/b/biedran01.html, /players/d/davisba01.html, /players/d/dioguik01.html, /players/d/dunlemi02.html, /players/e/ellismo01.html, /players/f/foylead01.html, /players/h/harrial01.html, /players/j/jacksst02.html, /players/j/jasiksa01.html, /players/m/majorre01.html, /players/m/mcleoke01.html, /players/m/murphtr01.html, /players/o/obryapa01.html, /players/p/pietrmi01.html, /players/p/poweljo01.html, /players/r/richaja01.html, /players/r/roberan02.html, /players/w/wagneda02.html"
"10","HOU","/players/a/alstora01.html, /players/b/battish01.html, /players/h/hayesch01.html, /players/h/headlu01.html, /players/h/howarju01.html, /players/l/lucasjo02.html, /players/m/mcgratr01.html, /players/m/mingya01.html, /players/m/mutomdi01.html, /players/n/novakst01.html, /players/p/padgesc01.html, /players/s/snydeki01.html, /players/s/spanova01.html, /players/t/tsakaja01.html, /players/w/wellsbo01.html"
