"","Player","From","To","plyrprofs"
"434","Troy Murphy",2002,2013,"/players/m/murphtr01.html"
"435","Dejounte Murray",2017,2020,"/players/m/murrade01.html"
"436","Jamal Murray",2017,2020,"/players/m/murraja01.html"
"437","Ken Murray",1951,1955,"/players/m/murrake01.html"
"438","Lamond Murray",1995,2006,"/players/m/murrala01.html"
"439","Ronald Murray",2003,2010,"/players/m/murraro01.html"
"440","Tracy Murray",1993,2004,"/players/m/murratr01.html"
"441","Willie Murrell",1968,1970,"/players/m/murrewi01.html"
"442","Dorie Murrey",1967,1972,"/players/m/murredo01.html"
"443","Toure' Murry",2014,2015,"/players/m/murryto01.html"
"444","Džanan Musa",2019,2020,"/players/m/musadz01.html"
"445","Mike Muscala",2014,2020,"/players/m/muscami01.html"
"446","Angelo Musi",1947,1949,"/players/m/musian01.html"
"447","Jerrod Mustaf",1991,1994,"/players/m/mustaje01.html"
"448","Dikembe Mutombo*",1992,2009,"/players/m/mutomdi01.html"
"449","Martin Müürsepp",1997,1998,"/players/m/muursma01.html"
"450","Pete Myers",1987,1998,"/players/m/myerspe01.html"
"451","Sviatoslav Mykhailiuk",2019,2020,"/players/m/mykhasv01.html"
