"","Player","From","To","plyrprofs"
"314","Ronnie Brewer",2007,2014,"/players/b/brewero02.html"
"315","Primož Brezec",2002,2010,"/players/b/brezepr01.html"
"316","Frankie Brian",1950,1956,"/players/b/brianfr01.html"
"317","Frank Brickowski",1985,1997,"/players/b/brickfr01.html"
"318","Junior Bridgeman",1976,1987,"/players/b/bridgju01.html"
"319","Bill Bridges",1963,1975,"/players/b/bridgbi01.html"
"320","Mikal Bridges",2019,2020,"/players/b/bridgmi01.html"
"321","Miles Bridges",2019,2020,"/players/b/bridgmi02.html"
"322","Al Brightman",1947,1947,"/players/b/brighal01.html"
"323","Aud Brindley",1947,1947,"/players/b/brindau01.html"
"324","Isaiah Briscoe",2019,2019,"/players/b/briscis01.html"
"325","John Brisker",1970,1975,"/players/b/briskjo01.html"
"326","Oshae Brissett",2020,2020,"/players/b/brissos01.html"
"327","Allan Bristow",1974,1983,"/players/b/bristal01.html"
"328","Tyrone Britt",1968,1968,"/players/b/brittty01.html"
"329","Wayman Britt",1978,1978,"/players/b/brittwa01.html"
"330","Mike Brittain",1986,1987,"/players/b/brittmi01.html"
"331","Dave Britton",1981,1981,"/players/b/brittda01.html"
"332","Jon Brockman",2010,2012,"/players/b/brockjo01.html"
"333","Ryan Broekhoff",2019,2020,"/players/b/broekry01.html"
"334","Jim Brogan",1982,1983,"/players/b/brogaji01.html"
"335","Malcolm Brogdon",2017,2020,"/players/b/brogdma01.html"
"336","Gary Brokaw",1975,1978,"/players/b/brokaga01.html"
"337","Price Brookfield",1949,1950,"/players/b/brookpr01.html"
"338","Clarence Brookins",1971,1971,"/players/b/brookcl01.html"
"339","Aaron Brooks",2008,2018,"/players/b/brookaa01.html"
"340","Dillon Brooks",2018,2020,"/players/b/brookdi01.html"
"341","Kevin Brooks",1992,1994,"/players/b/brookke01.html"
"342","MarShon Brooks",2012,2019,"/players/b/brookma01.html"
"343","Michael Brooks",1981,1988,"/players/b/brookmi01.html"
"344","Scott Brooks",1989,1998,"/players/b/brooksc01.html"
"345","Andre Brown",2007,2009,"/players/b/brownan01.html"
